,Player,Pos,Year,Week,Team,Opponent Abbrev,Date,Game ID,H/A,OT,Team Score,Opponent Score,Spread,Over/Under,Implied Points,Actual Margin,Indoor/Outdoor,Surface,Weather,Temperature,Wind,Pass Att,Pass Cmp,Pass Yds,Pass TD,Pass Int,Pass Lng,Pass Rate,Pass Sk,Pass Sk Yds,Rush Att,Rush Yds,Rush TD,Rush Lng,Rec Tgt,Rec Rec,Rec Yds,Rec TD,Rec Lng,Fmb,FL,2PT,Off Num,Off Pct
4,Jimmy Graham,TE,2019,1,GNB,CHI,9/5/2019,201909050chi,A,,10,3,3.5,47,21.75,-7,outdoors,grass,"65 degrees, relative humidity 69%, wind 10 mph",65,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,30,1,16,0,0,0,33,54%
6,Robert Tonyan,TE,2019,1,GNB,CHI,9/5/2019,201909050chi,A,,10,3,3.5,47,21.75,-7,outdoors,grass,"65 degrees, relative humidity 69%, wind 10 mph",65,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,28,0,28,0,0,0,19,31%
8,Marcedes Lewis,TE,2019,1,GNB,CHI,9/5/2019,201909050chi,A,,10,3,3.5,47,21.75,-7,outdoors,grass,"65 degrees, relative humidity 69%, wind 10 mph",65,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,14,0,9,0,0,0,33,54%
15,Adam Shaheen,TE,2019,1,CHI,GNB,9/5/2019,201909050chi,H,,3,10,-3.5,47,25.25,7,outdoors,grass,"65 degrees, relative humidity 69%, wind 10 mph",65,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,6,0,6,0,0,0,33,46%
21,Jonnu Smith,TE,2019,1,TEN,CLE,9/8/2019,201909080cle,A,,43,13,5.5,44,19.25,-30,outdoors,grass,"71 degrees, relative humidity 55%, wind 10 mph",71,10,0,0,0,0,0,0,0,0,0,1,10,0,10,1,1,7,0,7,0,0,0,37,63%
24,Delanie Walker,TE,2019,1,TEN,CLE,9/8/2019,201909080cle,A,,43,13,5.5,44,19.25,-30,outdoors,grass,"71 degrees, relative humidity 55%, wind 10 mph",71,10,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,55,2,16,0,0,0,27,46%
27,MyCole Pruitt,TE,2019,1,TEN,CLE,9/8/2019,201909080cle,A,,43,13,5.5,44,19.25,-30,outdoors,grass,"71 degrees, relative humidity 55%, wind 10 mph",71,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,34,58%
38,David Njoku,TE,2019,1,CLE,TEN,9/8/2019,201909080cle,H,,13,43,-5.5,44,24.75,30,outdoors,grass,"71 degrees, relative humidity 55%, wind 10 mph",71,10,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,37,1,18,0,0,0,65,92%
40,Demetrius Harris,TE,2019,1,CLE,TEN,9/8/2019,201909080cle,H,,13,43,-5.5,44,24.75,30,outdoors,grass,"71 degrees, relative humidity 55%, wind 10 mph",71,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,15%
47,Tyler Higbee,TE,2019,1,LAR,CAR,9/8/2019,201909080car,A,,30,27,-1.5,49.5,25.5,-3,outdoors,grass,"87 degrees, relative humidity 53%, wind 3 mph",87,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,20,1,6,0,0,0,39,51%
48,Gerald Everett,TE,2019,1,LAR,CAR,9/8/2019,201909080car,A,,30,27,-1.5,49.5,25.5,-3,outdoors,grass,"87 degrees, relative humidity 53%, wind 3 mph",87,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,0,7,0,0,0,30,39%
56,Greg Olsen,TE,2019,1,CAR,LAR,9/8/2019,201909080car,H,,27,30,1.5,49.5,24,3,outdoors,grass,"87 degrees, relative humidity 53%, wind 3 mph",87,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,36,0,14,0,0,0,62,94%
60,Ian Thomas,TE,2019,1,CAR,LAR,9/8/2019,201909080car,H,,27,30,1.5,49.5,24,3,outdoors,grass,"87 degrees, relative humidity 53%, wind 3 mph",87,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,6%
66,Vernon Davis,TE,2019,1,WAS,PHI,9/8/2019,201909080phi,A,,27,32,10.5,44,16.75,5,outdoors,grass,"79 degrees, relative humidity 49%, wind 4 mph",79,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,59,1,48,0,0,0,52,81%
70,Jeremy Sprinkle,TE,2019,1,WAS,PHI,9/8/2019,201909080phi,A,,27,32,10.5,44,16.75,5,outdoors,grass,"79 degrees, relative humidity 49%, wind 4 mph",79,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,0,8,0,0,0,14,22%
78,Zach Ertz,TE,2019,1,PHI,WAS,9/8/2019,201909080phi,H,,32,27,-10.5,44,27.25,-5,outdoors,grass,"79 degrees, relative humidity 49%, wind 4 mph",79,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,54,0,26,0,0,0,61,82%
79,Dallas Goedert,TE,2019,1,PHI,WAS,9/8/2019,201909080phi,H,,32,27,-10.5,44,27.25,-5,outdoors,grass,"79 degrees, relative humidity 49%, wind 4 mph",79,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,16,0,9,0,0,0,41,55%
86,Tommy Sweeney,TE,2019,1,BUF,NYJ,9/8/2019,201909080nyj,A,,17,16,2.5,41,19.25,-1,outdoors,fieldturf ,"77 degrees, relative humidity 46%, wind 6 mph",77,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,35,0,29,0,0,0,21,32%
89,Dawson Knox,TE,2019,1,BUF,NYJ,9/8/2019,201909080nyj,A,,17,16,2.5,41,19.25,-1,outdoors,fieldturf ,"77 degrees, relative humidity 46%, wind 6 mph",77,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,0,0,38,58%
96,Ryan Griffin,TE,2019,1,NYJ,BUF,9/8/2019,201909080nyj,H,,16,17,-2.5,41,21.75,1,outdoors,fieldturf ,"77 degrees, relative humidity 46%, wind 6 mph",77,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,10,0,11,0,0,0,67,94%
102,Austin Hooper,TE,2019,1,ATL,MIN,9/8/2019,201909080min,A,,12,28,3.5,47,21.75,16,dome,sportturf,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,77,0,16,0,0,0,58,78%
107,Luke Stocker,TE,2019,1,ATL,MIN,9/8/2019,201909080min,A,,12,28,3.5,47,21.75,16,dome,sportturf,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22,30%
117,Kyle Rudolph,TE,2019,1,MIN,ATL,9/8/2019,201909080min,H,,28,12,-3.5,47,25.25,-16,dome,sportturf,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,54,100%
124,Mark Andrews,TE,2019,1,BAL,MIA,9/8/2019,201909080mia,A,,59,10,-7,41,24,-49,outdoors,grass,"91 degrees, relative humidity 56%, wind 8 mph",91,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,108,1,39,0,0,0,31,41%
126,Hayden Hurst,TE,2019,1,BAL,MIA,9/8/2019,201909080mia,A,,59,10,-7,41,24,-49,outdoors,grass,"91 degrees, relative humidity 56%, wind 8 mph",91,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,41,0,23,0,0,0,43,57%
127,Nick Boyle,TE,2019,1,BAL,MIA,9/8/2019,201909080mia,A,,59,10,-7,41,24,-49,outdoors,grass,"91 degrees, relative humidity 56%, wind 8 mph",91,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,26,0,12,0,0,0,43,57%
137,Mike Gesicki,TE,2019,1,MIA,BAL,9/8/2019,201909080mia,H,,10,59,7,41,17,49,outdoors,grass,"91 degrees, relative humidity 56%, wind 8 mph",91,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,31,0,26,0,0,0,33,67%
148,Travis Kelce,TE,2019,1,KAN,JAX,9/8/2019,201909080jax,A,,40,26,-3.5,49,26.25,-14,outdoors,grass,"91 degrees, relative humidity 54%, wind 6 mph",91,6,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,88,0,42,0,0,0,50,74%
150,Blake Bell,TE,2019,1,KAN,JAX,9/8/2019,201909080jax,A,,40,26,-3.5,49,26.25,-14,outdoors,grass,"91 degrees, relative humidity 54%, wind 6 mph",91,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,0,7,0,0,0,33,49%
161,James O'Shaughnessy,TE,2019,1,JAX,KAN,9/8/2019,201909080jax,H,,26,40,3.5,49,22.75,14,outdoors,grass,"91 degrees, relative humidity 54%, wind 6 mph",91,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,32,0,9,0,0,0,38,66%
162,Geoff Swaim,TE,2019,1,JAX,KAN,9/8/2019,201909080jax,H,,26,40,3.5,49,22.75,14,outdoors,grass,"91 degrees, relative humidity 54%, wind 6 mph",91,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,17,0,5,0,0,0,29,50%
169,CJ Uzomah,TE,2019,1,CIN,SEA,9/8/2019,201909080sea,A,,20,21,9.5,44,17.25,1,outdoors,fieldturf,"64 degrees, relative humidity 82%, wind 7 mph",64,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,66,0,36,0,0,0,53,71%
172,Tyler Eifert,TE,2019,1,CIN,SEA,9/8/2019,201909080sea,A,,20,21,9.5,44,17.25,1,outdoors,fieldturf,"64 degrees, relative humidity 82%, wind 7 mph",64,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,27,0,7,0,0,0,37,49%
178,Nick Vannett,TE,2019,1,SEA,CIN,9/8/2019,201909080sea,H,,21,20,-9.5,44,26.75,-1,outdoors,fieldturf,"64 degrees, relative humidity 82%, wind 7 mph",64,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,16,0,11,0,0,0,23,45%
179,Will Dissly,TE,2019,1,SEA,CIN,9/8/2019,201909080sea,H,,21,20,-9.5,44,26.75,-1,outdoors,fieldturf,"64 degrees, relative humidity 82%, wind 7 mph",64,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,12,0,12,0,0,0,26,51%
187,Jack Doyle,TE,2019,1,IND,LAC,9/8/2019,201909080sdg,A,OT,24,30,6,44.5,19.25,6,outdoors,grass,"77 degrees, relative humidity 52%, wind 10 mph",77,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,20,0,20,0,0,0,43,68%
188,Eric Ebron,TE,2019,1,IND,LAC,9/8/2019,201909080sdg,A,OT,24,30,6,44.5,19.25,6,outdoors,grass,"77 degrees, relative humidity 52%, wind 10 mph",77,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,8,0,8,0,0,0,25,40%
189,Mo Alie-Cox,TE,2019,1,IND,LAC,9/8/2019,201909080sdg,A,OT,24,30,6,44.5,19.25,6,outdoors,grass,"77 degrees, relative humidity 52%, wind 10 mph",77,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,3,0,0,0,13,21%
196,Hunter Henry,TE,2019,1,LAC,IND,9/8/2019,201909080sdg,H,OT,30,24,-6,44.5,25.25,-6,outdoors,grass,"77 degrees, relative humidity 52%, wind 10 mph",77,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,60,0,22,0,0,0,58,92%
200,Virgil Green,TE,2019,1,LAC,IND,9/8/2019,201909080sdg,H,OT,30,24,-6,44.5,25.25,-6,outdoors,grass,"77 degrees, relative humidity 52%, wind 10 mph",77,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,4,0,0,0,26,41%
206,George Kittle,TE,2019,1,SFO,TAM,9/8/2019,201909080tam,A,,31,17,1,51,25,-14,outdoors,grass,"93 degrees, relative humidity 52%, wind 9 mph",93,9,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,54,0,19,0,0,0,61,91%
217,OJ Howard,TE,2019,1,TAM,SFO,9/8/2019,201909080tam,H,,17,31,-1,51,26,14,outdoors,grass,"93 degrees, relative humidity 52%, wind 9 mph",93,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,32,0,15,1,1,0,55,80%
220,Cameron Brate,TE,2019,1,TAM,SFO,9/8/2019,201909080tam,H,,17,31,-1,51,26,14,outdoors,grass,"93 degrees, relative humidity 52%, wind 9 mph",93,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,8,0,7,0,0,0,30,43%
228,Evan Engram,TE,2019,1,NYG,DAL,9/8/2019,201909080dal,A,,17,35,7,44,18.5,18,retractable roof (closed),fieldturf,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,116,1,22,0,0,0,52,76%
232,Rhett Ellison,TE,2019,1,NYG,DAL,9/8/2019,201909080dal,A,,17,35,7,44,18.5,18,retractable roof (closed),fieldturf,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,8,0,8,0,0,0,22,32%
239,Blake Jarwin,TE,2019,1,DAL,NYG,9/8/2019,201909080dal,H,,35,17,-7,44,25.5,-18,retractable roof (closed),fieldturf,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,39,1,28,0,0,0,27,40%
240,Jason Witten,TE,2019,1,DAL,NYG,9/8/2019,201909080dal,H,,35,17,-7,44,25.5,-18,retractable roof (closed),fieldturf,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,15,1,6,0,0,0,45,66%
248,TJ Hockenson,TE,2019,1,DET,ARI,9/8/2019,201909080crd,A,OT,27,27,-2.5,45.5,24,0,Cardinals,retractable roof (closed),indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,131,1,39,0,0,0,60,71%
252,Jesse James,TE,2019,1,DET,ARI,9/8/2019,201909080crd,A,OT,27,27,-2.5,45.5,24,0,Cardinals,retractable roof (closed),indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,15,0,15,0,0,0,50,60%
261,Maxx Williams,TE,2019,1,ARI,DET,9/8/2019,201909080crd,H,OT,27,27,2.5,45.5,21.5,0,Cardinals,retractable roof (closed),indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,15,0,15,0,0,0,22,25%
262,Charles Clay,TE,2019,1,ARI,DET,9/8/2019,201909080crd,H,OT,27,27,2.5,45.5,21.5,0,Cardinals,retractable roof (closed),indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,5,0,0,0,14,16%
269,Vance McDonald,TE,2019,1,PIT,NWE,9/8/2019,201909080nwe,A,,3,33,5.5,49,21.75,30,outdoors,grass,"66 degrees, relative humidity 62%, wind 2 mph",66,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,40,0,21,0,0,0,48,72%
283,Ryan Izzo,TE,2019,1,NWE,PIT,9/8/2019,201909080nwe,H,,33,3,-5.5,49,27.25,-30,outdoors,grass,"66 degrees, relative humidity 62%, wind 2 mph",66,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,3,0,0,0,45,64%
291,Jordan Akins,TE,2019,1,HOU,NOR,9/9/2019,201909090nor,A,,28,30,6.5,52,22.75,2,dome,astroturf,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,17,0,17,0,0,0,45,70%
292,Darren Fells,TE,2019,1,HOU,NOR,9/9/2019,201909090nor,A,,28,30,6.5,52,22.75,2,dome,astroturf,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,32,50%
300,Jared Cook,TE,2019,1,NOR,HOU,9/9/2019,201909090nor,H,,30,28,-6.5,52,29.25,-2,dome,astroturf,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,37,0,31,0,0,0,42,64%
302,Josh Hill,TE,2019,1,NOR,HOU,9/9/2019,201909090nor,H,,30,28,-6.5,52,29.25,-2,dome,astroturf,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-2,0,-2,0,0,0,32,48%
310,Noah Fant,TE,2019,1,DEN,OAK,9/9/2019,201909090rai,A,,16,24,-3,42.5,22.75,8,outdoors,grass,"68 degrees, relative humidity 66%, wind 15 mph",68,15,0,0,0,0,0,0,0,0,0,1,-5,0,-5,5,2,29,0,20,0,0,0,50,81%
316,Darren Waller,TE,2019,1,OAK,DEN,9/9/2019,201909090rai,H,,24,16,3,42.5,19.75,-8,outdoors,grass,"68 degrees, relative humidity 66%, wind 15 mph",68,15,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,70,0,25,0,0,0,55,100%
317,Foster Moreau,TE,2019,1,OAK,DEN,9/9/2019,201909090rai,H,,24,16,3,42.5,19.75,-8,outdoors,grass,"68 degrees, relative humidity 66%, wind 15 mph",68,15,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,20,0,11,0,0,0,29,53%
326,Cameron Brate,TE,2019,2,TAM,CAR,9/12/2019,201909120car,A,,20,14,6.5,48,20.75,-6,outdoors,grass,"85 degrees, relative humidity 55%, wind 3 mph",85,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,10,0,5,0,0,0,16,27%
333,Greg Olsen,TE,2019,2,CAR,TAM,9/12/2019,201909120car,H,,14,20,-6.5,48,27.25,6,outdoors,grass,"85 degrees, relative humidity 55%, wind 3 mph",85,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,110,0,41,0,0,0,62,83%
346,George Kittle,TE,2019,2,SFO,CIN,9/15/2019,201909150cin,A,,41,17,1,46,22.5,-24,outdoors,grass,"81 degrees, relative humidity 45%, wind 5 mph",81,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,54,0,36,0,0,0,47,67%
354,Drew Sample,TE,2019,2,CIN,SFO,9/15/2019,201909150cin,H,,17,41,-1,46,23.5,24,outdoors,grass,"81 degrees, relative humidity 45%, wind 5 mph",81,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,25,0,21,0,0,0,19,28%
356,Tyler Eifert,TE,2019,2,CIN,SFO,9/15/2019,201909150cin,H,,17,41,-1,46,23.5,24,outdoors,grass,"81 degrees, relative humidity 45%, wind 5 mph",81,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9,1,8,0,0,0,18,26%
366,Jason Witten,TE,2019,2,DAL,WAS,9/15/2019,201909150was,A,,31,21,-6,46.5,26.25,-10,outdoors,grass,"80 degrees, relative humidity 46%, wind 7 mph",80,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,25,1,18,0,0,0,53,77%
367,Blake Jarwin,TE,2019,2,DAL,WAS,9/15/2019,201909150was,A,,31,21,-6,46.5,26.25,-10,outdoors,grass,"80 degrees, relative humidity 46%, wind 7 mph",80,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,22,0,22,0,0,0,24,35%
376,Vernon Davis,TE,2019,2,WAS,DAL,9/15/2019,201909150was,H,,21,31,6,46.5,20.25,10,outdoors,grass,"80 degrees, relative humidity 46%, wind 7 mph",80,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,29,0,15,0,0,0,44,75%
378,Jeremy Sprinkle,TE,2019,2,WAS,DAL,9/15/2019,201909150was,H,,21,31,6,46.5,20.25,10,outdoors,grass,"80 degrees, relative humidity 46%, wind 7 mph",80,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,0,11,0,0,0,20,34%
386,Maxx Williams,TE,2019,2,ARI,BAL,9/15/2019,201909150rav,A,,17,23,13,46,16.5,6,outdoors,grass,"82 degrees, relative humidity 60%, wind 8 mph",82,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,21,0,21,0,0,0,14,25%
388,Charles Clay,TE,2019,2,ARI,BAL,9/15/2019,201909150rav,A,,17,23,13,46,16.5,6,outdoors,grass,"82 degrees, relative humidity 60%, wind 8 mph",82,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,6,0,6,0,0,0,14,25%
393,Mark Andrews,TE,2019,2,BAL,ARI,9/15/2019,201909150rav,H,,23,17,-13,46,29.5,-6,outdoors,grass,"82 degrees, relative humidity 60%, wind 8 mph",82,8,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,112,1,28,1,0,0,42,55%
395,Nick Boyle,TE,2019,2,BAL,ARI,9/15/2019,201909150rav,H,,23,17,-13,46,29.5,-6,outdoors,grass,"82 degrees, relative humidity 60%, wind 8 mph",82,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,14,0,14,0,0,0,47,61%
399,Hayden Hurst,TE,2019,2,BAL,ARI,9/15/2019,201909150rav,H,,23,17,-13,46,29.5,-6,outdoors,grass,"82 degrees, relative humidity 60%, wind 8 mph",82,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,32,42%
407,Will Dissly,TE,2019,2,SEA,PIT,9/15/2019,201909150pit,A,,28,26,4,47,21.5,-2,outdoors,grass,"81 degrees, relative humidity 51%, wind 3 mph",81,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,50,2,14,0,0,0,46,59%
408,Nick Vannett,TE,2019,2,SEA,PIT,9/15/2019,201909150pit,A,,28,26,4,47,21.5,-2,outdoors,grass,"81 degrees, relative humidity 51%, wind 3 mph",81,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,13,0,13,0,0,0,33,42%
415,Vance McDonald,TE,2019,2,PIT,SEA,9/15/2019,201909150pit,H,,26,28,-4,47,25.5,2,outdoors,grass,"81 degrees, relative humidity 51%, wind 3 mph",81,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,38,2,8,0,0,0,51,91%
418,Xavier Grimble,TE,2019,2,PIT,SEA,9/15/2019,201909150pit,H,,26,28,-4,47,25.5,2,outdoors,grass,"81 degrees, relative humidity 51%, wind 3 mph",81,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20,36%
427,Eric Ebron,TE,2019,2,IND,TEN,9/15/2019,201909150oti,A,,19,17,3,43.5,20.25,-2,outdoors,grass,"93 degrees, relative humidity 45%, wind 1 mph",93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,25,1,13,0,0,0,33,47%
429,Jack Doyle,TE,2019,2,IND,TEN,9/15/2019,201909150oti,A,,19,17,3,43.5,20.25,-2,outdoors,grass,"93 degrees, relative humidity 45%, wind 1 mph",93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,21,0,13,0,0,0,49,70%
432,Mo Alie-Cox,TE,2019,2,IND,TEN,9/15/2019,201909150oti,A,,19,17,3,43.5,20.25,-2,outdoors,grass,"93 degrees, relative humidity 45%, wind 1 mph",93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24,34%
437,Delanie Walker,TE,2019,2,TEN,IND,9/15/2019,201909150oti,H,,17,19,-3,43.5,23.25,2,outdoors,grass,"93 degrees, relative humidity 45%, wind 1 mph",93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,39,0,15,0,0,0,33,56%
449,Dawson Knox,TE,2019,2,BUF,NYG,9/15/2019,201909150nyg,A,,28,14,-1,44.5,22.75,-14,outdoors,fieldturf ,"79 degrees, relative humidity 48%, wind 5 mph",79,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,18,0,18,0,0,0,36,51%
451,Lee Smith,TE,2019,2,BUF,NYG,9/15/2019,201909150nyg,A,,28,14,-1,44.5,22.75,-14,outdoors,fieldturf ,"79 degrees, relative humidity 48%, wind 5 mph",79,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,0,8,0,0,0,38,54%
452,Tommy Sweeney,TE,2019,2,BUF,NYG,9/15/2019,201909150nyg,A,,28,14,-1,44.5,22.75,-14,outdoors,fieldturf ,"79 degrees, relative humidity 48%, wind 5 mph",79,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21,30%
457,Evan Engram,TE,2019,2,NYG,BUF,9/15/2019,201909150nyg,H,,14,28,1,44.5,21.75,14,outdoors,fieldturf ,"79 degrees, relative humidity 48%, wind 5 mph",79,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,48,0,33,0,0,0,53,78%
462,Rhett Ellison,TE,2019,2,NYG,BUF,9/15/2019,201909150nyg,H,,14,28,1,44.5,21.75,14,outdoors,fieldturf ,"79 degrees, relative humidity 48%, wind 5 mph",79,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,0,8,0,0,0,33,49%
472,Matt LaCosse,TE,2019,2,NWE,MIA,9/15/2019,201909150mia,A,,43,0,-18,48.5,33.25,-43,outdoors,grass,"87 degrees, relative humidity 67%, wind 4 mph",87,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,33,0,23,0,0,0,41,58%
481,Durham Smythe,TE,2019,2,MIA,NWE,9/15/2019,201909150mia,H,,0,43,18,48.5,15.25,43,outdoors,grass,"87 degrees, relative humidity 67%, wind 4 mph",87,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,24,0,24,0,0,0,25,40%
483,Mike Gesicki,TE,2019,2,MIA,NWE,9/15/2019,201909150mia,H,,0,43,18,48.5,15.25,43,outdoors,grass,"87 degrees, relative humidity 67%, wind 4 mph",87,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,11,0,11,0,0,0,35,56%
484,Nick O'Leary,TE,2019,2,MIA,NWE,9/15/2019,201909150mia,H,,0,43,18,48.5,15.25,43,outdoors,grass,"87 degrees, relative humidity 67%, wind 4 mph",87,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,6,0,0,0,14,23%
491,James O'Shaughnessy,TE,2019,2,JAX,HOU,9/15/2019,201909150htx,A,,12,13,7.5,43,17.75,1,retractable roof (closed),grass,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,28,0,10,0,0,0,43,66%
492,Geoff Swaim,TE,2019,2,JAX,HOU,9/15/2019,201909150htx,A,,12,13,7.5,43,17.75,1,retractable roof (closed),grass,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,14,0,9,0,0,0,34,52%
501,Jordan Akins,TE,2019,2,HOU,JAX,9/15/2019,201909150htx,H,,13,12,-7.5,43,25.25,-1,retractable roof (closed),grass,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,25,0,16,0,0,0,38,59%
502,Darren Fells,TE,2019,2,HOU,JAX,9/15/2019,201909150htx,H,,13,12,-7.5,43,25.25,-1,retractable roof (closed),grass,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,9,0,9,0,0,0,43,67%
512,Kyle Rudolph,TE,2019,2,MIN,GNB,9/15/2019,201909150gnb,A,,16,21,3,43,20,5,outdoors,grass,"72 degrees, relative humidity 75%, wind 5 mph",72,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,0,5,0,0,0,65,100%
514,Irv Smith,TE,2019,2,MIN,GNB,9/15/2019,201909150gnb,A,,16,21,3,43,20,5,outdoors,grass,"72 degrees, relative humidity 75%, wind 5 mph",72,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,-1,0,-1,0,0,0,27,42%
522,Marcedes Lewis,TE,2019,2,GNB,MIN,9/15/2019,201909150gnb,H,,21,16,-3,43,23,-5,outdoors,grass,"72 degrees, relative humidity 75%, wind 5 mph",72,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,42%
523,Jimmy Graham,TE,2019,2,GNB,MIN,9/15/2019,201909150gnb,H,,21,16,-3,43,23,-5,outdoors,grass,"72 degrees, relative humidity 75%, wind 5 mph",72,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,51,72%
