,Player,Pos,Year,Week,Team,Opponent Abbrev,Date,Game ID,H/A,OT,Team Score,Opponent Score,Spread,Over/Under,Implied Points,Actual Margin,Indoor/Outdoor,Surface,Weather,Temperature,Wind,Pass Att,Pass Cmp,Pass Yds,Pass TD,Pass Int,Pass Lng,Pass Rate,Pass Sk,Pass Sk Yds,Rush Att,Rush Yds,Rush TD,Rush Lng,Rec Tgt,Rec Rec,Rec Yds,Rec TD,Rec Lng,Fmb,FL,2PT,Off Num,Off Pct
20926,Coby Fleener,TE,2016,17,NOR,ATL,1/1/2017,201701010atl,A,,32,38,7.5,58.5,25.5,6,dome,fieldturf ,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,38,0,25,0,0,0,54,70%
20930,John Phillips,TE,2016,17,NOR,ATL,1/1/2017,201701010atl,A,,32,38,7.5,58.5,25.5,6,dome,fieldturf ,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,32,42%
20939,Levine Toilolo,TE,2016,17,ATL,NOR,1/1/2017,201701010atl,H,,38,32,-7.5,58.5,33,-6,dome,fieldturf ,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,18,0,18,0,0,0,53,85%
20948,Jared Cook,TE,2016,17,GNB,DET,1/1/2017,201701010det,A,,31,24,-3.5,50,26.75,-7,dome,fieldturf ,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,56,0,24,0,0,0,40,53%
20950,Richard Rodgers,TE,2016,17,GNB,DET,1/1/2017,201701010det,A,,31,24,-3.5,50,26.75,-7,dome,fieldturf ,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,14,0,14,0,0,0,35,47%
20956,Eric Ebron,TE,2016,17,DET,GNB,1/1/2017,201701010det,H,,24,31,3.5,50,23.25,7,dome,fieldturf ,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,61,0,19,0,0,0,51,77%
20964,Heath Miller,TE,2015,1,PIT,NWE,9/10/2015,201509100nwe,A,,21,28,7,52,22.5,7,outdoors,fieldturf ,"65 degrees relative humidity 0%, wind 7 mph, wind chill 0",65,7,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,84,0,18,0,0,0,72,100%
20973,Rob Gronkowski,TE,2015,1,NWE,PIT,9/10/2015,201509100nwe,H,,28,21,-7,52,29.5,-7,outdoors,fieldturf ,"65 degrees relative humidity 0%, wind 7 mph, wind chill 0",65,7,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,94,3,52,0,0,0,60,98%
20976,Scott Chandler,TE,2015,1,NWE,PIT,9/10/2015,201509100nwe,H,,28,21,-7,52,29.5,-7,outdoors,fieldturf ,"65 degrees relative humidity 0%, wind 7 mph, wind chill 0",65,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,25,41%
20977,Michael Williams,TE,2015,1,NWE,PIT,9/10/2015,201509100nwe,H,,28,21,-7,52,29.5,-7,outdoors,fieldturf ,"65 degrees relative humidity 0%, wind 7 mph, wind chill 0",65,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,30%
20980,Richard Rodgers,TE,2015,1,GNB,CHI,9/13/2015,201509130chi,A,,31,23,-6.5,49,27.75,-8,outdoors,grass ,"72 degrees relative humidity 39%, wind 11 mph, wind chill 0",72,11,0,0,0,0,0,0,0,0,0,1,11,0,11,3,3,27,0,20,0,0,0,37,63%
20993,Martellus Bennett,TE,2015,1,CHI,GNB,9/13/2015,201509130chi,H,,23,31,6.5,49,21.25,8,outdoors,grass ,"72 degrees relative humidity 39%, wind 11 mph, wind chill 0",72,11,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,55,1,24,0,0,0,70,96%
20995,Zach Miller,TE,2015,1,CHI,GNB,9/13/2015,201509130chi,H,,23,31,6.5,49,21.25,8,outdoors,grass ,"72 degrees relative humidity 39%, wind 11 mph, wind chill 0",72,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,15%
21003,Jimmy Graham,TE,2015,1,SEA,STL,9/13/2015,201509130ram,A,OT,31,34,-4,40.5,22.25,3,dome,astroplay,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,51,1,19,0,0,0,74,91%
21007,Luke Willson,TE,2015,1,SEA,STL,9/13/2015,201509130ram,A,OT,31,34,-4,40.5,22.25,3,dome,astroplay,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,29,36%
21012,Jared Cook,TE,2015,1,STL,SEA,9/13/2015,201509130ram,H,OT,34,31,4,40.5,18.25,-3,dome,astroplay,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,85,0,30,0,0,0,50,86%
21014,Lance Kendricks,TE,2015,1,STL,SEA,9/13/2015,201509130ram,H,OT,34,31,4,40.5,18.25,-3,dome,astroplay,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,42,1,37,0,0,0,40,69%
21020,Travis Kelce,TE,2015,1,KAN,HOU,9/13/2015,201509130htx,A,,27,20,1,41,20,-7,retractable roof (closed),grass ,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,106,2,42,0,0,0,56,80%
21024,James O'Shaughnessy,TE,2015,1,KAN,HOU,9/13/2015,201509130htx,A,,27,20,1,41,20,-7,retractable roof (closed),grass ,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,19%
21034,Ryan Griffin,TE,2015,1,HOU,KAN,9/13/2015,201509130htx,H,,20,27,-1,41,21,7,retractable roof (closed),grass ,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,18,0,18,0,0,0,36,48%
21035,CJ Fiedorowicz,TE,2015,1,HOU,KAN,9/13/2015,201509130htx,H,,20,27,-1,41,21,7,retractable roof (closed),grass ,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,15,0,15,0,0,0,33,44%
21036,Garrett Graham,TE,2015,1,HOU,KAN,9/13/2015,201509130htx,H,,20,27,-1,41,21,7,retractable roof (closed),grass ,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17,23%
21040,Jordan Cameron,TE,2015,1,MIA,WAS,9/13/2015,201509130was,A,,17,10,-3,43.5,23.25,-7,outdoors,grass ,"69 degrees relative humidity 58%, wind 10 mph, wind chill 0",69,10,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,73,0,27,0,0,0,55,98%
21045,Dion Sims,TE,2015,1,MIA,WAS,9/13/2015,201509130was,A,,17,10,-3,43.5,23.25,-7,outdoors,grass ,"69 degrees relative humidity 58%, wind 10 mph, wind chill 0",69,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,5%
21053,Jordan Reed,TE,2015,1,WAS,MIA,9/13/2015,201509130was,H,,10,17,3,43.5,20.25,7,outdoors,grass ,"69 degrees relative humidity 58%, wind 10 mph, wind chill 0",69,10,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,63,1,25,0,0,0,64,84%
21056,Derek Carrier,TE,2015,1,WAS,MIA,9/13/2015,201509130was,H,,10,17,3,43.5,20.25,7,outdoors,grass ,"69 degrees relative humidity 58%, wind 10 mph, wind chill 0",69,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,8,0,9,0,0,0,34,45%
21066,Greg Olsen,TE,2015,1,CAR,JAX,9/13/2015,201509130jax,A,,20,9,-3,40.5,21.75,-11,outdoors,grass ,"77 degrees relative humidity 55%, wind 7 mph, wind chill 0",77,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,11,0,11,0,0,0,71,100%
21068,Ed Dickson,TE,2015,1,CAR,JAX,9/13/2015,201509130jax,A,,20,9,-3,40.5,21.75,-11,outdoors,grass ,"77 degrees relative humidity 55%, wind 7 mph, wind chill 0",77,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,9,0,9,0,0,0,41,58%
21078,Clay Harbor,TE,2015,1,JAX,CAR,9/13/2015,201509130jax,H,,9,20,3,40.5,18.75,11,outdoors,grass ,"77 degrees relative humidity 55%, wind 7 mph, wind chill 0",77,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,32,48%
21079,Nic Jacobs,TE,2015,1,JAX,CAR,9/13/2015,201509130jax,H,,9,20,3,40.5,18.75,11,outdoors,grass ,"77 degrees relative humidity 55%, wind 7 mph, wind chill 0",77,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,10%
21088,Dwayne Allen,TE,2015,1,IND,BUF,9/13/2015,201509130buf,A,,14,27,-2.5,45,23.75,13,outdoors,a_turf,"56 degrees relative humidity 78%, wind 15 mph, wind chill 0",56,15,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,17,1,8,0,0,0,51,68%
21089,Coby Fleener,TE,2015,1,IND,BUF,9/13/2015,201509130buf,A,,14,27,-2.5,45,23.75,13,outdoors,a_turf,"56 degrees relative humidity 78%, wind 15 mph, wind chill 0",56,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,5,0,0,1,37,49%
21095,Charles Clay,TE,2015,1,BUF,IND,9/13/2015,201509130buf,H,,27,14,2.5,45,21.25,-13,outdoors,a_turf,"56 degrees relative humidity 78%, wind 15 mph, wind chill 0",56,15,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,43,0,27,1,0,0,56,95%
21106,Gary Barnidge,TE,2015,1,CLE,NYJ,9/13/2015,201509130nyj,A,,10,31,3.5,39.5,18,21,outdoors,fieldturf ,"77 degrees relative humidity 49%, wind 8 mph, wind chill 0",77,8,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,38,0,22,0,0,0,57,85%
21111,Jim Dray,TE,2015,1,CLE,NYJ,9/13/2015,201509130nyj,A,,10,31,3.5,39.5,18,21,outdoors,fieldturf ,"77 degrees relative humidity 49%, wind 8 mph, wind chill 0",77,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,13,0,13,0,0,0,24,36%
21112,Rob Housler,TE,2015,1,CLE,NYJ,9/13/2015,201509130nyj,A,,10,31,3.5,39.5,18,21,outdoors,fieldturf ,"77 degrees relative humidity 49%, wind 8 mph, wind chill 0",77,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,9%
21120,Kellen Davis,TE,2015,1,NYJ,CLE,9/13/2015,201509130nyj,H,,31,10,-3.5,39.5,21.5,-21,outdoors,fieldturf ,"77 degrees relative humidity 49%, wind 8 mph, wind chill 0",77,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19,32%
21130,Ben Watson,TE,2015,1,NOR,ARI,9/13/2015,201509130crd,A,,19,31,2,48.5,23.25,12,retractable roof (closed),grass ,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,19,0,8,0,0,0,68,93%
21136,Darren Fells,TE,2015,1,ARI,NOR,9/13/2015,201509130crd,H,,31,19,-2,48.5,25.25,-12,retractable roof (closed),grass ,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,82,1,48,0,0,0,52,84%
21141,Jermaine Gresham,TE,2015,1,ARI,NOR,9/13/2015,201509130crd,H,,31,19,-2,48.5,25.25,-12,retractable roof (closed),grass ,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,4,0,0,0,24,39%
21147,Eric Ebron,TE,2015,1,DET,SDG,9/13/2015,201509130sdg,A,,28,33,2.5,45.5,21.5,5,outdoors,grass ,"84 degrees relative humidity 47%, wind 10 mph, wind chill 0",84,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,53,1,18,0,0,0,30,64%
21152,Brandon Pettigrew,TE,2015,1,DET,SDG,9/13/2015,201509130sdg,A,,28,33,2.5,45.5,21.5,5,outdoors,grass ,"84 degrees relative humidity 47%, wind 10 mph, wind chill 0",84,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21,45%
21159,Ladarius Green,TE,2015,1,SDG,DET,9/13/2015,201509130sdg,H,,33,28,-2.5,45.5,24,-5,outdoors,grass ,"84 degrees relative humidity 47%, wind 10 mph, wind chill 0",84,10,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,74,1,22,0,0,0,63,84%
21165,Tyler Eifert,TE,2015,1,CIN,OAK,9/13/2015,201509130rai,A,,33,13,-3,43,23,-20,outdoors,grass ,"73 degrees relative humidity 59%, wind 9 mph, wind chill 0",73,9,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,104,2,31,0,0,0,67,99%
21170,Ryan Hewitt,TE,2015,1,CIN,OAK,9/13/2015,201509130rai,A,,33,13,-3,43,23,-20,outdoors,grass ,"73 degrees relative humidity 59%, wind 9 mph, wind chill 0",73,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,34,50%
21182,Mychal Rivera,TE,2015,1,OAK,CIN,9/13/2015,201509130rai,H,,13,33,3,43,20,20,outdoors,grass ,"73 degrees relative humidity 59%, wind 9 mph, wind chill 0",73,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,0,4,0,0,0,38,60%
21183,Clive Walford,TE,2015,1,OAK,CIN,9/13/2015,201509130rai,H,,13,33,3,43,20,20,outdoors,grass ,"73 degrees relative humidity 59%, wind 9 mph, wind chill 0",73,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,0,0,23,37%
21184,Lee Smith,TE,2015,1,OAK,CIN,9/13/2015,201509130rai,H,,13,33,3,43,20,20,outdoors,grass ,"73 degrees relative humidity 59%, wind 9 mph, wind chill 0",73,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,29%
21189,Crockett Gillmore,TE,2015,1,BAL,DEN,9/13/2015,201509130den,A,,13,19,4.5,48,21.75,6,outdoors,grass ,"88 degrees relative humidity 8%, wind 13 mph, wind chill 0",88,13,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,23,0,14,0,0,0,55,95%
21191,Maxx Williams,TE,2015,1,BAL,DEN,9/13/2015,201509130den,A,,13,19,4.5,48,21.75,6,outdoors,grass ,"88 degrees relative humidity 8%, wind 13 mph, wind chill 0",88,13,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,15,0,15,0,0,0,16,28%
21195,Nick Boyle,TE,2015,1,BAL,DEN,9/13/2015,201509130den,A,,13,19,4.5,48,21.75,6,outdoors,grass ,"88 degrees relative humidity 8%, wind 13 mph, wind chill 0",88,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14%
21202,Owen Daniels,TE,2015,1,DEN,BAL,9/13/2015,201509130den,H,,19,13,-4.5,48,26.25,-6,outdoors,grass ,"88 degrees relative humidity 8%, wind 13 mph, wind chill 0",88,13,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,0,9,0,0,0,61,87%
21204,Virgil Green,TE,2015,1,DEN,BAL,9/13/2015,201509130den,H,,19,13,-4.5,48,26.25,-6,outdoors,grass ,"88 degrees relative humidity 8%, wind 13 mph, wind chill 0",88,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,26,37%
21210,Delanie Walker,TE,2015,1,TEN,TAM,9/13/2015,201509130tam,A,,42,14,3,41,19,-28,outdoors,grass ,"84 degrees relative humidity 66%, wind 8 mph",84,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,43,1,22,0,0,0,34,61%
21212,Anthony Fasano,TE,2015,1,TEN,TAM,9/13/2015,201509130tam,A,,42,14,3,41,19,-28,outdoors,grass ,"84 degrees relative humidity 66%, wind 8 mph",84,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,18,0,18,0,0,0,29,52%
21219,Austin Seferian-Jenkins,TE,2015,1,TAM,TEN,9/13/2015,201509130tam,H,,14,42,-3,41,22,28,outdoors,grass ,"84 degrees relative humidity 66%, wind 8 mph",84,8,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,110,2,41,0,0,0,54,77%
21231,Daniel Fells,TE,2015,1,NYG,DAL,9/13/2015,201509130dal,A,,26,27,6,51.5,22.75,1,retractable roof (closed),matrixturf,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,33,0,13,0,0,0,31,51%
21234,Larry Donnell,TE,2015,1,NYG,DAL,9/13/2015,201509130dal,A,,26,27,6,51.5,22.75,1,retractable roof (closed),matrixturf,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,21,0,8,0,0,0,44,72%
21240,Jason Witten,TE,2015,1,DAL,NYG,9/13/2015,201509130dal,H,,27,26,-6,51.5,28.75,-1,retractable roof (closed),matrixturf,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,60,2,15,0,0,0,70,100%
21243,Gavin Escobar,TE,2015,1,DAL,NYG,9/13/2015,201509130dal,H,,27,26,-6,51.5,28.75,-1,retractable roof (closed),matrixturf,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,8,1,6,0,0,0,9,13%
21250,Zach Ertz,TE,2015,1,PHI,ATL,9/14/2015,201509140atl,A,,24,26,-2.5,54.5,28.5,2,dome,fieldturf ,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,46,0,21,0,0,0,52,71%
21254,Brent Celek,TE,2015,1,PHI,ATL,9/14/2015,201509140atl,A,,24,26,-2.5,54.5,28.5,2,dome,fieldturf ,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,6,0,0,0,26,36%
21261,Jacob Tamme,TE,2015,1,ATL,PHI,9/14/2015,201509140atl,H,,26,24,2.5,54.5,26,-2,dome,fieldturf ,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,19,0,8,0,0,0,53,70%
21264,Levine Toilolo,TE,2015,1,ATL,PHI,9/14/2015,201509140atl,H,,26,24,2.5,54.5,26,-2,dome,fieldturf ,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,4,0,0,0,42,55%
21271,Kyle Rudolph,TE,2015,1,MIN,SFO,9/14/2015,201509140sfo,A,,3,20,-1.5,41.5,21.5,17,outdoors,grass,"70 degrees relative humidity 63%, wind 5 mph, wind chill 0",70,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,53,0,19,0,0,0,50,93%
21274,Rhett Ellison,TE,2015,1,MIN,SFO,9/14/2015,201509140sfo,A,,3,20,-1.5,41.5,21.5,17,outdoors,grass,"70 degrees relative humidity 63%, wind 5 mph, wind chill 0",70,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,3,0,0,0,21,39%
21280,Vernon Davis,TE,2015,1,SFO,MIN,9/14/2015,201509140sfo,H,,20,3,1.5,41.5,20,-17,outdoors,grass,"70 degrees relative humidity 63%, wind 5 mph, wind chill 0",70,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,47,0,20,0,0,0,69,99%
21281,Garrett Celek,TE,2015,1,SFO,MIN,9/14/2015,201509140sfo,H,,20,3,1.5,41.5,20,-17,outdoors,grass,"70 degrees relative humidity 63%, wind 5 mph, wind chill 0",70,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,40,0,20,0,0,0,50,71%
21284,Vance McDonald,TE,2015,1,SFO,MIN,9/14/2015,201509140sfo,H,,20,3,1.5,41.5,20,-17,outdoors,grass,"70 degrees relative humidity 63%, wind 5 mph, wind chill 0",70,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,5,0,0,0,35,50%
21292,Owen Daniels,TE,2015,2,DEN,KAN,9/17/2015,201509170kan,A,,31,24,3,42,19.5,-7,outdoors,grass ,"87 degrees relative humidity 59%, wind 13 mph, wind chill 0",87,13,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,19,0,8,0,0,0,68,93%
21294,Virgil Green,TE,2015,2,DEN,KAN,9/17/2015,201509170kan,A,,31,24,3,42,19.5,-7,outdoors,grass ,"87 degrees relative humidity 59%, wind 13 mph, wind chill 0",87,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,12,1,11,0,0,0,25,34%
21299,Travis Kelce,TE,2015,2,KAN,DEN,9/17/2015,201509170kan,H,,24,31,-3,42,22.5,7,outdoors,grass ,"87 degrees relative humidity 59%, wind 13 mph, wind chill 0",87,13,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,58,0,29,0,0,0,60,94%
21300,James O'Shaughnessy,TE,2015,2,KAN,DEN,9/17/2015,201509170kan,H,,24,31,-3,42,22.5,7,outdoors,grass ,"87 degrees relative humidity 59%, wind 13 mph, wind chill 0",87,13,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,54,0,30,0,0,0,14,22%
21311,Jermaine Gresham,TE,2015,2,ARI,CHI,9/20/2015,201509200chi,A,,48,23,-2,46,24,-25,outdoors,grass ,"70 degrees relative humidity 47%, wind 6 mph, wind chill 0",70,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,5,0,0,0,25,42%
21320,Martellus Bennett,TE,2015,2,CHI,ARI,9/20/2015,201509200chi,H,,23,48,2,46,22,25,outdoors,grass ,"70 degrees relative humidity 47%, wind 6 mph, wind chill 0",70,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,48,0,21,0,0,0,72,100%
21323,Zach Miller,TE,2015,2,CHI,ARI,9/20/2015,201509200chi,H,,23,48,2,46,22,25,outdoors,grass ,"70 degrees relative humidity 47%, wind 6 mph, wind chill 0",70,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,14,0,9,0,0,0,14,19%
21331,Austin Seferian-Jenkins,TE,2015,2,TAM,NOR,9/20/2015,201509200nor,A,,26,19,10,47.5,18.75,-7,dome,sportturf,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,29,0,21,0,0,0,39,59%
21342,Ben Watson,TE,2015,2,NOR,TAM,9/20/2015,201509200nor,H,,19,26,-10,47.5,28.75,7,dome,sportturf,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,12,0,8,0,0,0,59,76%
21343,Josh Hill,TE,2015,2,NOR,TAM,9/20/2015,201509200nor,H,,19,26,-10,47.5,28.75,7,dome,sportturf,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,2,0,0,0,31,40%
21351,Anthony Fasano,TE,2015,2,TEN,CLE,9/20/2015,201509200cle,A,,14,28,-2,41,21.5,14,outdoors,grass ,"64 degrees relative humidity 59%, wind 12 mph, wind chill 0",64,12,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,84,1,33,0,0,0,47,59%
21352,Chase Coffman,TE,2015,2,TEN,CLE,9/20/2015,201509200cle,A,,14,28,-2,41,21.5,14,outdoors,grass ,"64 degrees relative humidity 59%, wind 12 mph, wind chill 0",64,12,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,42,0,16,0,0,0,38,48%
21356,Craig Stevens,TE,2015,2,TEN,CLE,9/20/2015,201509200cle,A,,14,28,-2,41,21.5,14,outdoors,grass ,"64 degrees relative humidity 59%, wind 12 mph, wind chill 0",64,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,13,0,13,0,0,0,30,38%
21363,Gary Barnidge,TE,2015,2,CLE,TEN,9/20/2015,201509200cle,H,,28,14,2,41,19.5,-14,outdoors,grass ,"64 degrees relative humidity 59%, wind 12 mph, wind chill 0",64,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,17,0,17,0,0,0,32,65%
21377,CJ Fiedorowicz,TE,2015,2,HOU,CAR,9/20/2015,201509200car,A,,17,24,3,39.5,18.25,7,outdoors,grass ,"88 degrees relative humidity 43%, wind 6 mph, wind chill 0",88,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,19,0,19,0,0,0,25,28%
21379,Garrett Graham,TE,2015,2,HOU,CAR,9/20/2015,201509200car,A,,17,24,3,39.5,18.25,7,outdoors,grass ,"88 degrees relative humidity 43%, wind 6 mph, wind chill 0",88,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,7,1,7,0,0,0,60,68%
21385,Greg Olsen,TE,2015,2,CAR,HOU,9/20/2015,201509200car,H,,24,17,-3,39.5,21.25,-7,outdoors,grass ,"88 degrees relative humidity 43%, wind 6 mph, wind chill 0",88,6,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,70,0,27,0,0,0,78,100%
21396,Vernon Davis,TE,2015,2,SFO,PIT,9/20/2015,201509200pit,A,,18,43,6.5,45.5,19.5,25,outdoors,grass ,"66 degrees relative humidity 60%, wind 10 mph",66,10,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,62,0,43,0,0,0,85,94%
21400,Blake Bell,TE,2015,2,SFO,PIT,9/20/2015,201509200pit,A,,18,43,6.5,45.5,19.5,25,outdoors,grass ,"66 degrees relative humidity 60%, wind 10 mph",66,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,11,0,11,0,0,0,17,19%
21401,Garrett Celek,TE,2015,2,SFO,PIT,9/20/2015,201509200pit,A,,18,43,6.5,45.5,19.5,25,outdoors,grass ,"66 degrees relative humidity 60%, wind 10 mph",66,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,10,0,7,0,0,0,47,52%
21403,Vance McDonald,TE,2015,2,SFO,PIT,9/20/2015,201509200pit,A,,18,43,6.5,45.5,19.5,25,outdoors,grass ,"66 degrees relative humidity 60%, wind 10 mph",66,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18,20%
21410,Heath Miller,TE,2015,2,PIT,SFO,9/20/2015,201509200pit,H,,43,18,-6.5,45.5,26,-25,outdoors,grass ,"66 degrees relative humidity 60%, wind 10 mph",66,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,15,1,13,0,0,1,48,84%
21418,Rob Gronkowski,TE,2015,2,NWE,BUF,9/20/2015,201509200buf,A,,40,32,-1,44,22.5,-8,outdoors,a_turf,"62 degrees relative humidity 57%, wind 7 mph, wind chill 0",62,7,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,113,1,36,0,0,0,81,94%
21420,Scott Chandler,TE,2015,2,NWE,BUF,9/20/2015,201509200buf,A,,40,32,-1,44,22.5,-8,outdoors,a_turf,"62 degrees relative humidity 57%, wind 7 mph, wind chill 0",62,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,23,0,9,0,0,0,43,50%
21421,Michael Williams,TE,2015,2,NWE,BUF,9/20/2015,201509200buf,A,,40,32,-1,44,22.5,-8,outdoors,a_turf,"62 degrees relative humidity 57%, wind 7 mph, wind chill 0",62,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,15,0,15,0,0,0,21,24%
21429,Charles Clay,TE,2015,2,BUF,NWE,9/20/2015,201509200buf,H,,32,40,1,44,21.5,8,outdoors,a_turf,"62 degrees relative humidity 57%, wind 7 mph, wind chill 0",62,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,19,1,9,0,0,0,68,94%
21431,Matthew Mulligan,TE,2015,2,BUF,NWE,9/20/2015,201509200buf,H,,32,40,1,44,21.5,8,outdoors,a_turf,"62 degrees relative humidity 57%, wind 7 mph, wind chill 0",62,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2,0,0,0,12,17%
21437,Jacob Tamme,TE,2015,2,ATL,NYG,9/20/2015,201509200nyg,A,,24,20,2.5,51,24.25,-4,outdoors,fieldturf ,"73 degrees relative humidity 47%, wind 9 mph, wind chill 0",73,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,77,0,41,0,0,0,56,78%
