,Player,Pos,Year,Week,Team,Opponent Abbrev,Date,H/A,OT,Team Score,Opponent Score,Spread,Over/Under,Actual Margin,Indoor/Outdoor,Surface,Weather,Temperature,Wind,Sk,Int,Int TD,FF,FR,Fum TD,QBHits,TFL,Oppt Int TD,Oppt Fum TD,Oppt Punt TD,Oppt Kick TD
28650,CIN DST,DST,2019,12,CIN,,11/24/2019,A,,,16,-5.5,37.5,-6,outdoors,grass,"46 degrees, relative humidity 62%, wind 10 mph",46,10,3,1,0,0,2,0,6,3,0,0,0,0
28651,PIT DST,DST,2019,12,PIT,,11/24/2019,H,,,10,5.5,37.5,6,outdoors,grass,"46 degrees, relative humidity 62%, wind 10 mph",46,10,4,0,0,4,2,0,8,4,0,0,0,0
28652,CLE DST,DST,2019,12,CLE,,11/24/2019,A,,,24,11,45.5,17,outdoors,grass,"39 degrees, relative humidity 73%, wind 14 mph",39,14,4,2,0,1,2,0,6,7,0,0,0,0
28653,MIA DST,DST,2019,12,MIA,,11/24/2019,H,,,41,-11,45.5,-17,outdoors,grass,"39 degrees, relative humidity 73%, wind 14 mph",39,14,1,1,0,0,1,0,3,2,0,0,0,0
28654,CAR DST,DST,2019,12,CAR,,11/24/2019,H,,,34,-10,46,-3,dome,astroturf,indoors,,,2,1,0,0,1,0,4,5,0,0,0,0
28655,NO DST,DST,2019,12,NO,,11/24/2019,A,,,31,10,46,3,dome,astroturf,indoors,,,4,0,0,1,1,0,6,7,0,0,0,0
28656,DAL DST,DST,2019,12,DAL,,11/24/2019,H,,,13,-5.5,44,-4,outdoors,grass,"38 degrees, relative humidity 90%, wind 16 mph",38,16,2,0,0,1,2,0,6,7,0,0,0,0
28657,NE DST,DST,2019,12,NE,,11/24/2019,A,,,9,5.5,44,4,outdoors,grass,"38 degrees, relative humidity 90%, wind 16 mph",38,16,0,1,0,2,1,0,5,1,0,0,0,0
28658,NYJ DST,DST,2019,12,NYJ,,11/24/2019,A,,,3,-3.5,45,31,outdoors,fieldturf ,"43 degrees, relative humidity 93%, wind 12 mph",43,12,1,1,1,0,2,0,6,5,0,0,0,0
28659,OAK DST,DST,2019,12,OAK,,11/24/2019,H,,,34,3.5,45,-31,outdoors,fieldturf ,"43 degrees, relative humidity 93%, wind 12 mph",43,12,1,0,0,0,3,0,1,5,1,0,0,0
28660,JAX DST,DST,2019,12,JAX,,11/24/2019,H,,,42,-4.5,42,-22,outdoors,grass,"52 degrees, relative humidity 54%, wind 9 mph",52,9,1,0,0,2,2,0,1,2,0,0,0,0
28661,TEN DST,DST,2019,12,TEN,,11/24/2019,A,,,20,4.5,42,22,outdoors,grass,"52 degrees, relative humidity 54%, wind 9 mph",52,9,3,0,0,1,1,0,10,4,0,0,0,0
28662,PHI DST,DST,2019,12,PHI,,11/24/2019,A,,,17,-1,45.5,-8,outdoors,grass,"40 degrees, relative humidity 78%, wind 17 mph",40,17,6,1,0,1,2,0,11,3,0,0,0,0
28663,SEA DST,DST,2019,12,SEA,,11/24/2019,H,,,9,1,45.5,8,outdoors,grass,"40 degrees, relative humidity 78%, wind 17 mph",40,17,3,2,0,3,4,0,9,6,0,0,0,0
28664,GB DST,DST,2019,12,GB,,11/24/2019,H,,,37,-49,48,-29,outdoors,grass,"63 degrees, relative humidity 40%, wind 7 mph",63,7,3,0,0,0,0,0,6,4,0,0,0,0
28665,SF DST,DST,2019,12,SF,,11/24/2019,A,,,8,49,48,29,outdoors,grass,"63 degrees, relative humidity 40%, wind 7 mph",63,7,5,0,0,1,2,0,10,5,0,0,0,0
28666,DET DST,DST,2019,12,DET,,11/24/2019,H,,,19,4,39,-3,outdoors,grass,"46 degrees, relative humidity 56%, wind 17 mph",46,17,3,1,0,1,2,0,5,4,0,0,0,1
28667,WAS DST,DST,2019,12,WAS,,11/24/2019,A,,,16,-4,39,3,outdoors,grass,"46 degrees, relative humidity 56%, wind 17 mph",46,17,6,3,0,2,1,0,14,6,0,0,0,0
28668,BAL DST,DST,2019,12,BAL,,11/25/2019,H,,,6,3.5,47,39,outdoors,grass,"62 degrees, relative humidity 64%, wind 5 mph",62,5,2,2,0,1,1,0,7,3,0,0,0,0
28669,LAR DST,DST,2019,12,LAR,,11/25/2019,A,,,45,-3.5,47,-39,outdoors,grass,"62 degrees, relative humidity 64%, wind 5 mph",62,5,3,0,0,0,1,0,8,2,0,0,0,0
28670,ATL DST,DST,2019,13,ATL,,11/28/2019,A,,,26,-7,48,-8,dome,fieldturf,indoors,,,0,0,0,0,1,0,1,0,0,0,0,0
28671,NO DST,DST,2019,13,NO,,11/28/2019,H,,,18,7,48,8,dome,fieldturf,indoors,,,9,2,0,2,1,0,13,13,0,0,0,0
28672,BUF DST,DST,2019,13,BUF,,11/28/2019,H,,,15,-6.5,46.5,11,retractable roof (closed),fieldturf,indoors,,,4,1,0,3,2,0,7,5,0,0,0,0
28673,DAL DST,DST,2019,13,DAL,,11/28/2019,A,,,26,6.5,46.5,-11,retractable roof (closed),fieldturf,indoors,,,4,0,0,0,2,0,6,9,0,0,0,0
28674,CHI DST,DST,2019,13,CHI,,11/28/2019,H,,,20,5.5,37.5,4,dome,fieldturf,indoors,,,2,1,0,0,0,0,3,4,0,0,0,0
28675,DET DST,DST,2019,13,DET,,11/28/2019,A,,,24,-5.5,37.5,-4,dome,fieldturf,indoors,,,1,1,0,0,0,0,3,1,0,0,0,0
28676,CAR DST,DST,2019,13,CAR,,12/1/2019,A,,,29,10.5,38.5,-8,outdoors,grass,"64 degrees, relative humidity 77%, wind 16 mph",64,16,5,0,0,1,1,0,9,5,0,0,0,0
28677,WAS DST,DST,2019,13,WAS,,12/1/2019,H,,,21,-10.5,38.5,8,outdoors,grass,"64 degrees, relative humidity 77%, wind 16 mph",64,16,7,1,0,1,3,0,11,10,0,0,0,0
28678,CIN DST,DST,2019,13,CIN,,12/1/2019,A,,,6,-2.5,43,16,outdoors,grass,"46 degrees, relative humidity 77%, wind 15 mph",46,15,4,0,0,0,1,0,9,5,0,0,0,0
28679,NYJ DST,DST,2019,13,NYJ,,12/1/2019,H,,,22,2.5,43,-16,outdoors,grass,"46 degrees, relative humidity 77%, wind 15 mph",46,15,1,0,0,0,0,0,2,3,0,0,0,0
28680,IND DST,DST,2019,13,IND,,12/1/2019,A,,,31,-1,41.5,-14,retractable roof (closed),fieldturf,indoors,,,6,0,0,2,2,0,9,4,0,0,0,0
28681,TEN DST,DST,2019,13,TEN,,12/1/2019,H,,,17,1,41.5,14,retractable roof (closed),fieldturf,indoors,,,3,2,0,1,1,0,10,5,0,0,0,0
28682,ARI DST,DST,2019,13,ARI,,12/1/2019,A,,,34,-2.5,47,-27,retractable roof (closed),grass,indoors,,,1,0,0,0,0,0,4,5,1,0,0,0
28683,LAR DST,DST,2019,13,LAR,,12/1/2019,H,,,7,2.5,47,27,retractable roof (closed),grass,indoors,,,6,1,1,0,0,0,6,5,0,0,0,0
28684,DEN DST,DST,2019,13,DEN,,12/1/2019,A,,,20,-4.5,39,3,outdoors,grass,"33 degrees, relative humidity 51%, wind 7 mph",33,7,3,1,0,0,1,0,6,8,0,0,0,0
28685,LAC DST,DST,2019,13,LAC,,12/1/2019,H,,,23,4.5,39,-3,outdoors,grass,"33 degrees, relative humidity 51%, wind 7 mph",33,7,0,1,0,0,0,0,0,5,0,0,0,0
28686,HOU DST,DST,2019,13,HOU,,12/1/2019,A,,,22,-3.5,47,6,retractable roof (closed),grass,indoors,,,3,1,0,0,0,0,12,5,0,0,0,0
28687,NE DST,DST,2019,13,NE,,12/1/2019,H,,,28,3.5,47,-6,retractable roof (closed),grass,indoors,,,3,0,0,0,0,0,4,4,0,0,0,0
28688,JAX DST,DST,2019,13,JAX,,12/1/2019,A,,,28,-3,46.5,-17,outdoors,grass,"62,633",,,4,0,0,1,2,0,8,7,0,1,0,0
28689,TB DST,DST,2019,13,TB,,12/1/2019,H,,,11,3,46.5,17,outdoors,grass,"62,633",,,5,2,0,3,2,1,11,8,0,0,0,0
28690,KC DST,DST,2019,13,KC,,12/1/2019,A,,,9,11.5,49.5,31,outdoors,astroturf,"36 degrees, relative humidity 55%, wind 20 mph",36,20,2,2,1,1,1,0,2,3,0,0,0,0
28691,OAK DST,DST,2019,13,OAK,,12/1/2019,H,,,40,-11.5,49.5,-31,outdoors,astroturf,"36 degrees, relative humidity 55%, wind 20 mph",36,20,1,0,0,0,1,0,2,5,1,0,0,0
28692,MIA DST,DST,2019,13,MIA,,12/1/2019,A,,,31,-10.5,45,6,outdoors,grass,"65,545",,,2,1,0,1,0,0,5,3,0,0,0,0
28693,PHI DST,DST,2019,13,PHI,,12/1/2019,H,,,37,10.5,45,-6,outdoors,grass,"65,545",,,3,1,0,0,1,0,11,7,0,0,0,0
28694,GB DST,DST,2019,13,GB,,12/1/2019,H,,,13,6.5,43.5,18,outdoors,fieldturf ,"32 degrees, relative humidity 86%, wind 10 mph",32,10,0,3,0,0,0,0,7,3,0,0,0,0
28695,NYG DST,DST,2019,13,NYG,,12/1/2019,A,,,31,-6.5,43.5,-18,outdoors,fieldturf ,"32 degrees, relative humidity 86%, wind 10 mph",32,10,0,0,0,2,1,0,2,5,0,0,0,0
28696,CLE DST,DST,2019,13,CLE,,12/1/2019,H,,,20,1,40,-7,outdoors,grass,"46 degrees, relative humidity 91%, wind 6 mph",46,6,1,1,0,1,0,0,4,2,0,0,0,0
28697,PIT DST,DST,2019,13,PIT,,12/1/2019,A,,,13,-1,40,7,outdoors,grass,"46 degrees, relative humidity 91%, wind 6 mph",46,6,5,1,0,1,1,0,8,6,0,0,0,0
28698,BAL DST,DST,2019,13,BAL,,12/1/2019,A,,,17,5.5,45,3,outdoors,grass,"40 degrees, relative humidity 91%, wind 13 mph",40,13,2,0,0,1,1,0,4,2,0,0,0,0
28699,SF DST,DST,2019,13,SF,,12/1/2019,H,,,20,-5.5,45,-3,outdoors,grass,"40 degrees, relative humidity 91%, wind 13 mph",40,13,1,0,0,1,1,0,2,2,0,0,0,0
28700,MIN DST,DST,2019,13,MIN,,12/2/2019,H,,,37,-2.5,48,-7,outdoors,fieldturf,"51 degrees, relative humidity 65%, wind 1 mph",51,1,2,1,1,1,2,0,4,5,0,0,0,0
28701,SEA DST,DST,2019,13,SEA,,12/2/2019,A,,,30,2.5,48,7,outdoors,fieldturf,"51 degrees, relative humidity 65%, wind 1 mph",51,1,0,1,0,3,2,0,7,1,1,0,0,0
28702,CHI DST,DST,2019,14,CHI,,12/5/2019,A,,,24,-3,43,7,outdoors,grass,"44 degrees, relative humidity 66%, wind 9 mph",44,9,2,0,0,0,1,0,7,3,0,0,0,0
28703,DAL DST,DST,2019,14,DAL,,12/5/2019,H,,,31,3,43,-7,outdoors,grass,"44 degrees, relative humidity 66%, wind 9 mph",44,9,2,1,0,1,1,0,3,5,0,0,0,0
28704,ATL DST,DST,2019,14,ATL,,12/8/2019,A,,,20,3.5,48,20,dome,fieldturf,indoors,,,5,2,0,3,2,0,7,7,0,0,0,0
28705,CAR DST,DST,2019,14,CAR,,12/8/2019,H,,,40,-3.5,48,-20,dome,fieldturf,indoors,,,1,0,0,0,1,0,7,4,0,0,0,0
28706,BAL DST,DST,2019,14,BAL,,12/8/2019,H,,,17,6.5,44,7,outdoors,astroturf,"43 degrees, relative humidity 48%, wind 18 mph",43,18,6,0,0,2,1,0,12,8,0,0,0,0
28707,BUF DST,DST,2019,14,BUF,,12/8/2019,A,,,24,-6.5,44,-7,outdoors,astroturf,"43 degrees, relative humidity 48%, wind 18 mph",43,18,1,1,0,0,1,0,6,5,0,0,0,0
28708,CIN DST,DST,2019,14,CIN,,12/8/2019,H,,,27,-6.5,43,-8,outdoors,grass,"48 degrees, relative humidity 58%, wind 16 mph",48,16,1,2,0,0,1,0,4,2,1,0,0,0
28709,CLE DST,DST,2019,14,CLE,,12/8/2019,A,,,19,6.5,43,8,outdoors,grass,"48 degrees, relative humidity 58%, wind 16 mph",48,16,2,1,1,1,0,0,6,2,0,0,0,0
28710,ARI DST,DST,2019,14,ARI,,12/8/2019,A,,,23,-2.5,43.5,-6,retractable roof (closed),grass,indoors,,,3,0,0,3,3,0,4,6,0,0,1,0
28711,PIT DST,DST,2019,14,PIT,,12/8/2019,H,,,17,2.5,43.5,6,retractable roof (closed),grass,indoors,,,4,3,0,0,1,0,6,9,0,0,0,0
28712,GB DST,DST,2019,14,GB,,12/8/2019,A,,,15,13,42.5,5,outdoors,grass,"37 degrees, relative humidity 75%, wind 10 mph",37,10,4,1,0,2,0,0,8,6,0,0,0,0
28713,WAS DST,DST,2019,14,WAS,,12/8/2019,H,,,20,-13,42.5,-5,outdoors,grass,"37 degrees, relative humidity 75%, wind 10 mph",37,10,4,0,0,1,3,0,7,4,0,0,0,0
28714,DEN DST,DST,2019,14,DEN,,12/8/2019,H,,,24,-8,42.5,14,retractable roof (closed),grass,indoors,,,3,2,0,1,1,1,6,3,0,0,0,0
28715,HOU DST,DST,2019,14,HOU,,12/8/2019,A,,,38,8,42.5,-14,retractable roof (closed),grass,indoors,,,1,1,0,0,0,0,8,3,0,1,0,0
28716,JAX DST,DST,2019,14,JAX,,12/8/2019,A,,,45,-3.5,42,-35,outdoors,grass,"57,866",,,1,0,0,0,0,0,6,3,0,0,0,0
28717,LAC DST,DST,2019,14,LAC,,12/8/2019,H,,,10,3.5,42,35,outdoors,grass,"57,866",,,2,0,0,0,1,0,4,5,0,0,0,0
28718,DET DST,DST,2019,14,DET,,12/8/2019,H,,,20,-12,43.5,-13,dome,sportturf,indoors,,,1,0,0,0,0,0,3,3,0,0,0,0
28719,MIN DST,DST,2019,14,MIN,,12/8/2019,A,,,7,12,43.5,13,dome,sportturf,indoors,,,5,2,0,0,0,0,8,8,0,0,0,0
28720,NO DST,DST,2019,14,NO,,12/8/2019,A,,,48,1,45,-2,dome,astroturf,indoors,,,3,1,0,0,0,0,6,5,0,0,0,0
28721,SF DST,DST,2019,14,SF,,12/8/2019,H,,,46,-1,45,2,dome,astroturf,indoors,,,0,0,0,2,1,0,3,6,0,0,0,0
28722,KC DST,DST,2019,14,KC,,12/8/2019,H,,,16,-3,49.5,7,outdoors,grass,"32 degrees, relative humidity 56%, wind 8 mph",32,8,3,1,0,0,1,0,6,8,0,0,0,0
28723,NE DST,DST,2019,14,NE,,12/8/2019,A,,,23,3,49.5,-7,outdoors,grass,"32 degrees, relative humidity 56%, wind 8 mph",32,8,1,1,0,2,1,0,5,3,0,0,0,0
28724,MIA DST,DST,2019,14,MIA,,12/8/2019,H,,,22,-5,47,-1,outdoors,fieldturf ,"41 degrees, relative humidity 47%, wind 9 mph",41,9,1,1,0,1,3,0,3,3,0,0,0,0
28725,NYJ DST,DST,2019,14,NYJ,,12/8/2019,A,,,21,5,47,1,outdoors,fieldturf ,"41 degrees, relative humidity 47%, wind 9 mph",41,9,2,1,0,1,1,0,12,5,0,0,0,0
28726,OAK DST,DST,2019,14,OAK,,12/8/2019,A,,,42,-3,47,-21,outdoors,grass,"59 degrees, relative humidity 78%, wind 5 mph",59,5,0,1,0,0,0,0,3,1,0,1,0,0
28727,TEN DST,DST,2019,14,TEN,,12/8/2019,H,,,21,3,47,21,outdoors,grass,"59 degrees, relative humidity 78%, wind 5 mph",59,5,2,0,0,1,1,1,2,4,0,0,0,0
28728,LAR DST,DST,2019,14,LAR,,12/8/2019,A,,,12,1,47.5,16,outdoors,grass,"60 degrees, relative humidity 79%, wind 4 mph",60,4,5,1,0,0,0,0,11,5,1,0,0,0
28729,SEA DST,DST,2019,14,SEA,,12/8/2019,H,,,28,-1,47.5,-16,outdoors,grass,"60 degrees, relative humidity 79%, wind 4 mph",60,4,0,2,1,0,2,0,4,1,0,0,0,0
28730,IND DST,DST,2019,14,IND,,12/8/2019,H,,,38,-3,46.5,-3,outdoors,grass,"78 degrees, relative humidity 58%, wind 9 mph",78,9,1,3,1,1,1,0,6,2,0,0,0,0
28731,TB DST,DST,2019,14,TB,,12/8/2019,A,,,35,3,46.5,3,outdoors,grass,"78 degrees, relative humidity 58%, wind 9 mph",78,9,1,0,0,1,1,0,7,4,1,0,0,0
28732,NYG DST,DST,2019,14,NYG,,12/9/2019,H,OT,,23,-9.5,45.5,-6,outdoors,grass,"53 degrees, relative humidity 87%, wind 11 mph",53,11,3,0,0,1,3,0,10,7,0,0,0,0
28733,PHI DST,DST,2019,14,PHI,,12/9/2019,A,OT,,17,9.5,45.5,6,outdoors,grass,"53 degrees, relative humidity 87%, wind 11 mph",53,11,2,0,0,1,1,0,5,5,0,0,0,0
28734,BAL DST,DST,2019,15,BAL,,12/12/2019,A,,,21,17,44,21,outdoors,grass,"33 degrees, relative humidity 55%, wind 3 mph",33,3,1,1,0,1,2,0,6,1,0,0,0,0
28735,NYJ DST,DST,2019,15,NYJ,,12/12/2019,H,,,42,-17,44,-21,outdoors,grass,"33 degrees, relative humidity 55%, wind 3 mph",33,3,1,0,0,0,0,0,3,1,0,0,0,0
28736,CAR DST,DST,2019,15,CAR,,12/15/2019,A,,,30,-6,48.5,-6,outdoors,grass,"56 degrees, relative humidity 45%, wind 5 mph",56,5,2,1,0,0,2,0,7,4,0,0,0,0
28737,SEA DST,DST,2019,15,SEA,,12/15/2019,H,,,24,6,48.5,6,outdoors,grass,"56 degrees, relative humidity 45%, wind 5 mph",56,5,1,3,0,1,0,0,3,3,0,0,0,0
28738,CIN DST,DST,2019,15,CIN,,12/15/2019,A,,,34,-10.5,42,-21,outdoors,grass,"36 degrees, relative humidity 58%, wind 6 mph",36,6,2,0,0,1,0,0,6,4,1,0,0,0
28739,NE DST,DST,2019,15,NE,,12/15/2019,H,,,13,10.5,42,21,outdoors,grass,"36 degrees, relative humidity 58%, wind 6 mph",36,6,0,4,1,0,2,0,3,0,0,0,0,0
28740,ARI DST,DST,2019,15,ARI,,12/15/2019,A,,,24,-3,49,14,retractable roof (closed),grass,indoors,,,1,1,0,1,1,0,2,3,0,0,0,0
28741,CLE DST,DST,2019,15,CLE,,12/15/2019,H,,,38,3,49,-14,retractable roof (closed),grass,indoors,,,0,1,0,0,0,0,0,3,0,0,0,0
28742,DAL DST,DST,2019,15,DAL,,12/15/2019,A,,,21,-1,48.5,23,retractable roof (closed),fieldturf,indoors,,,2,1,0,0,1,0,6,3,0,0,0,0
28743,LAR DST,DST,2019,15,LAR,,12/15/2019,H,,,44,1,48.5,-23,retractable roof (closed),fieldturf,indoors,,,0,0,0,0,0,0,1,4,0,0,0,0
28744,DET DST,DST,2019,15,DET,,12/15/2019,A,,,38,-5.5,46,-21,dome,fieldturf,indoors,,,2,1,0,0,1,0,6,4,1,0,0,0
28745,TB DST,DST,2019,15,TB,,12/15/2019,H,,,17,5.5,46,21,dome,fieldturf,indoors,,,2,2,1,1,1,0,6,7,0,0,0,0
28746,CHI DST,DST,2019,15,CHI,,12/15/2019,H,,,21,-4,40,-8,outdoors,grass,"11 degrees, relative humidity 70%, wind 7 mph",11,7,1,0,0,0,1,0,4,2,0,0,0,0
28747,GB DST,DST,2019,15,GB,,12/15/2019,A,,,13,4,40,8,outdoors,grass,"11 degrees, relative humidity 70%, wind 7 mph",11,7,3,2,0,1,1,0,4,7,0,0,0,0
28748,DEN DST,DST,2019,15,DEN,,12/15/2019,H,,,23,-10,43,-20,outdoors,astroturf,"24 degrees, relative humidity 88%, wind 8 mph",24,8,3,1,0,0,2,0,5,4,0,0,0,0
28749,KC DST,DST,2019,15,KC,,12/15/2019,A,,,3,10,43,20,outdoors,astroturf,"24 degrees, relative humidity 88%, wind 8 mph",24,8,2,1,0,0,0,0,10,3,0,0,0,0
28750,MIA DST,DST,2019,15,MIA,,12/15/2019,H,,,36,-3.5,47,-16,outdoors,fieldturf ,"48 degrees, relative humidity 42%, wind 19 mph",48,19,1,3,0,0,0,0,1,4,0,0,0,0
28751,NYG DST,DST,2019,15,NYG,,12/15/2019,A,,,20,3.5,47,16,outdoors,fieldturf ,"48 degrees, relative humidity 42%, wind 19 mph",48,19,3,0,0,1,1,0,11,6,0,0,0,0
28752,HOU DST,DST,2019,15,HOU,,12/15/2019,H,,,21,-3,50,3,outdoors,grass,"45 degrees, relative humidity 71%, wind 4 mph",45,4,2,1,0,0,0,0,6,1,0,0,0,0
28753,TEN DST,DST,2019,15,TEN,,12/15/2019,A,,,24,3,50,-3,outdoors,grass,"45 degrees, relative humidity 71%, wind 4 mph",45,4,1,2,0,1,0,0,1,1,0,0,0,0
28754,BUF DST,DST,2019,15,BUF,,12/15/2019,H,,,10,-1,37,7,outdoors,grass,"31 degrees, relative humidity 67%, wind 6 mph",31,6,4,4,0,3,2,0,7,7,0,0,0,0
28755,PIT DST,DST,2019,15,PIT,,12/15/2019,A,,,17,1,37,-7,outdoors,grass,"31 degrees, relative humidity 67%, wind 6 mph",31,6,1,1,0,2,4,0,5,5,0,0,0,0
28756,JAX DST,DST,2019,15,JAX,,12/15/2019,H,,,16,-7,47,4,outdoors,grass,"59 degrees, relative humidity 52%, wind 7 mph",59,7,4,0,0,0,0,0,5,8,0,0,0,0
28757,OAK DST,DST,2019,15,OAK,,12/15/2019,A,,,20,7,47,-4,outdoors,grass,"59 degrees, relative humidity 52%, wind 7 mph",59,7,2,0,0,0,0,0,5,6,0,0,0,0
28758,LAC DST,DST,2019,15,LAC,,12/15/2019,A,,,39,-1,45,-29,outdoors,grass,"64 degrees, relative humidity 28%, wind 14 mph",64,14,0,1,0,0,0,0,1,3,0,1,0,0
28759,MIN DST,DST,2019,15,MIN,,12/15/2019,H,,,10,1,45,29,outdoors,grass,"64 degrees, relative humidity 28%, wind 14 mph",64,14,3,3,0,5,6,1,5,6,0,0,0,0
28760,ATL DST,DST,2019,15,ATL,,12/15/2019,H,,,22,-49,50,7,outdoors,grass,"55 degrees, relative humidity 58%, wind 6 mph",55,6,1,0,0,2,2,1,3,2,0,0,0,0
28761,SF DST,DST,2019,15,SF,,12/15/2019,A,,,29,49,50,-7,outdoors,grass,"55 degrees, relative humidity 58%, wind 6 mph",55,6,2,0,0,1,2,0,8,4,0,1,0,0
28762,PHI DST,DST,2019,15,PHI,,12/15/2019,H,,,27,7,38,10,outdoors,grass,"52 degrees, relative humidity 44%, wind 13 mph",52,13,1,0,0,1,4,1,1,3,0,0,0,0
28763,WAS DST,DST,2019,15,WAS,,12/15/2019,A,,,37,-7,38,-10,outdoors,grass,"52 degrees, relative humidity 44%, wind 13 mph",52,13,2,0,0,3,1,0,6,3,0,1,0,0
28764,IND DST,DST,2019,15,IND,,12/16/2019,H,,,34,-8,48.5,-27,dome,astroturf,indoors,,,0,0,0,0,0,0,2,3,0,0,0,0
28765,NO DST,DST,2019,15,NO,,12/16/2019,A,,,7,8,48.5,27,dome,astroturf,indoors,,,1,0,0,0,0,0,8,3,0,0,0,0
28766,BUF DST,DST,2019,16,BUF,,12/21/2019,H,,,24,65,33,-7,outdoors,grass,indoors,,,0,0,0,1,1,0,4,3,0,0,0,0
28767,NE DST,DST,2019,16,NE,,12/21/2019,A,,,17,65,33,7,outdoors,grass,indoors,,,4,0,0,0,0,0,7,5,0,0,0,0
28768,LAR DST,DST,2019,16,LAR,,12/21/2019,H,,,34,70,58,-3,outdoors,grass,indoors,,,6,2,0,1,2,0,8,7,1,0,0,0
28769,SF DST,DST,2019,16,SF,,12/21/2019,A,,,31,70,58,3,outdoors,grass,indoors,,,0,1,1,1,2,0,3,4,0,0,0,0
28770,HOU DST,DST,2019,16,HOU,,12/21/2019,H,,,20,49,73,3,outdoors,grass,indoors,,,3,4,1,1,1,0,5,3,0,0,0,0
28771,TB DST,DST,2019,16,TB,,12/21/2019,A,,,23,49,73,-3,outdoors,grass,indoors,,,5,1,0,2,1,0,6,5,1,0,0,0
28772,ATL DST,DST,2019,16,ATL,,12/22/2019,A,,,12,7.5,48,12,dome,fieldturf,indoors,,,3,0,0,1,2,0,5,2,0,0,0,0
28773,JAX DST,DST,2019,16,JAX,,12/22/2019,H,,,24,-7.5,48,-12,dome,fieldturf,indoors,,,1,2,0,0,0,0,6,5,0,0,0,0
28774,CHI DST,DST,2019,16,CHI,,12/22/2019,A,,,26,-6.5,45.5,-23,outdoors,grass,"45 degrees, relative humidity 66%, wind 10 mph",45,10,1,0,0,0,1,0,1,3,0,0,0,0
28775,KC DST,DST,2019,16,KC,,12/22/2019,H,,,3,6.5,45.5,23,outdoors,grass,"45 degrees, relative humidity 66%, wind 10 mph",45,10,3,0,0,0,0,0,6,3,0,0,0,0
28776,BAL DST,DST,2019,16,BAL,,12/22/2019,H,,,15,9.5,48.5,16,outdoors,grass,"49 degrees, relative humidity 41%, wind 10 mph",49,10,1,1,0,0,2,0,5,3,0,0,0,0
28777,CLE DST,DST,2019,16,CLE,,12/22/2019,A,,,31,-9.5,48.5,-16,outdoors,grass,"49 degrees, relative humidity 41%, wind 10 mph",49,10,0,0,0,1,1,0,4,1,0,0,0,0
28778,CAR DST,DST,2019,16,CAR,,12/22/2019,H,,,38,-7.5,46,-32,retractable roof (closed),fieldturf,indoors,,,3,0,0,0,0,0,6,3,0,0,2,0
28779,IND DST,DST,2019,16,IND,,12/22/2019,A,,,6,7.5,46,32,retractable roof (closed),fieldturf,indoors,,,5,3,0,0,0,0,7,4,0,0,0,0
28780,DEN DST,DST,2019,16,DEN,,12/22/2019,A,,,17,9.5,40,10,outdoors,grass,"67 degrees, relative humidity 8%, wind 3 mph",67,3,4,0,0,0,1,0,7,3,0,0,1,0
28781,DET DST,DST,2019,16,DET,,12/22/2019,H,,,27,-9.5,40,-10,outdoors,grass,"67 degrees, relative humidity 8%, wind 3 mph",67,3,0,0,0,0,0,0,1,1,0,0,0,0
28782,CIN DST,DST,2019,16,CIN,,12/22/2019,H,OT,,38,1.5,46,-3,outdoors,grass,"76 degrees, relative humidity 68%, wind 15 mph",76,15,2,1,0,1,0,0,13,4,0,0,0,0
28783,MIA DST,DST,2019,16,MIA,,12/22/2019,A,OT,,35,-1.5,46,3,outdoors,grass,"76 degrees, relative humidity 68%, wind 15 mph",76,15,4,0,0,1,2,0,4,4,0,0,0,0
28784,NYJ DST,DST,2019,16,NYJ,,12/22/2019,A,,,10,-3,36.5,6,outdoors,fieldturf ,"45 degrees, relative humidity 52%, wind 6 mph",45,6,4,2,0,0,2,0,7,10,0,0,0,0
28785,PIT DST,DST,2019,16,PIT,,12/22/2019,H,,,16,3,36.5,-6,outdoors,fieldturf ,"45 degrees, relative humidity 52%, wind 6 mph",45,6,2,0,0,1,3,0,7,6,0,0,0,0
28786,NO DST,DST,2019,16,NO,,12/22/2019,H,,,28,3.5,49,10,outdoors,grass,"50 degrees, relative humidity 59%, wind 4 mph",50,4,5,0,0,1,2,0,6,8,0,0,0,0
28787,TEN DST,DST,2019,16,TEN,,12/22/2019,A,,,38,-3.5,49,-10,outdoors,grass,"50 degrees, relative humidity 59%, wind 4 mph",50,4,3,0,0,0,0,0,3,8,0,0,0,0
28788,DAL DST,DST,2019,16,DAL,,12/22/2019,H,,,17,2,47,-8,outdoors,grass,"47 degrees, relative humidity 46%, wind 7 mph",47,7,1,0,0,1,0,0,3,8,0,0,0,0
28789,PHI DST,DST,2019,16,PHI,,12/22/2019,A,,,9,-2,47,8,outdoors,grass,"47 degrees, relative humidity 46%, wind 7 mph",47,7,2,0,0,1,2,0,4,5,0,0,0,0
28790,LAC DST,DST,2019,16,LAC,,12/22/2019,A,,,24,7.5,45,-7,outdoors,grass,"64 degrees, relative humidity 60%, wind 10 mph",64,10,3,0,0,0,0,0,7,5,0,0,0,0
28791,OAK DST,DST,2019,16,OAK,,12/22/2019,H,,,17,-7.5,45,7,outdoors,grass,"64 degrees, relative humidity 60%, wind 10 mph",64,10,1,0,0,0,0,0,3,4,0,0,0,0
