,Player,Pos,Year,Week,Team,Opponent Abbrev,Date,Game ID,H/A,OT,Team Score,Opponent Score,Spread,Over/Under,Implied Points,Actual Margin,Indoor/Outdoor,Surface,Weather,Temperature,Wind,Pass Att,Pass Cmp,Pass Yds,Pass TD,Pass Int,Pass Lng,Pass Rate,Pass Sk,Pass Sk Yds,Rush Att,Rush Yds,Rush TD,Rush Lng,Rec Tgt,Rec Rec,Rec Yds,Rec TD,Rec Lng,Fmb,FL,2PT,Kick Ret,Kick Yds,Kick TD,Kick Lng,Kick YPR,Punt Ret,Punt Yds,Punt TD,Punt Lng,Punt YPR,Short L Tgt,Short L Ctch,Short L Yds,Short L TD,Short M Tgt,Short M Ctch,Short M Yds,Short M TD,Short R Tgt,Short R Ctch,Short R Yds,Short R TD,Deep L Tgt,Deep L Ctch,Deep L Yds,Deep L TD,Deep M Tgt,Deep M Ctch,Deep M Yds,Deep M TD,Deep R Tgt,Deep R Ctch,Deep R Yds,Deep R TD,No Dir Tgt,No Dir Ctch,No Dir Yds,No Dir TD,Off Num,Off Pct,Def Num,Def Pct,ST Num,ST Pct,DKP,DKSalary,FDP,FDSalary,DK_Total_FP,FD_Total_FP,YH_Total_FP,Sk,Int,Int TD,FF,FR,Fum TD,QBHits,TFL,Oppt Int TD,Oppt Fum TD,Oppt Punt TD,Oppt Kick TD,FGM,FGA,FG 0-19,FG 20-29,FG 30-39,FG 40-49,FG 50+,XPM,XPA,Pnt,Yds,Y/P
5807,Andy Janovich,FB,2018,2,DEN,OAK,2018-09-16,201809160den,H,,20.0,19,-5.5,44.0,24.75,-1,outdoors,grass ,"92 degrees, wind 4 mph",92.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,11.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,17%,0.0,0%,17.0,65%,2.1,3000.0,1.6,4500.0,2.1,1.6,1.6,,,,,,,,,,,,,,,,,,,,,,,,
5904,CJ Ham,FB,2018,3,MIN,BUF,2018-09-23,201809230min,H,,6.0,27,-16.5,41.0,28.75,21,dome,sportturf,indoors,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,47.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,27.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,26%,0.0,0%,18.0,75%,9.7,3000.0,7.2,4500.0,9.7,7.2,7.2,,,,,,,,,,,,,,,,,,,,,,,,
5918,Keith Smith,FB,2018,3,OAK,MIA,2018-09-23,201809230mia,A,,20.0,28,3.0,46.0,21.5,8,outdoors,grass ,"90 degrees, wind 7 mph",90.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,25%,0.0,0%,18.0,67%,1.2,3000.0,0.7,4500.0,1.2,0.7,0.7,,,,,,,,,,,,,,,,,,,,,,,,
5933,Kyle Juszczyk,FB,2018,3,SFO,KAN,2018-09-23,201809230kan,A,,27.0,38,5.5,53.0,23.75,11,outdoors,grass ,"70 degrees, wind 4 mph",70.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,38.0,1.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,35.0,1.0,0.0,0.0,0.0,0.0,53.0,78%,0.0,0%,4.0,14%,11.8,3100.0,10.8,4500.0,11.8,10.8,10.8,,,,,,,,,,,,,,,,,,,,,,,,
5947,Anthony Sherman,FB,2018,3,KAN,SFO,2018-09-23,201809230kan,H,,38.0,27,-5.5,53.0,29.25,-11,outdoors,grass ,"70 degrees, wind 4 mph",70.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,16.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,11%,0.0,0%,20.0,71%,2.6,3000.0,2.1,4500.0,2.6,2.1,2.1,,,,,,,,,,,,,,,,,,,,,,,,
5973,Tommy Bohanon,FB,2018,3,JAX,TEN,2018-09-23,201809230jax,H,,6.0,9,-10.0,39.0,24.5,3,outdoors,grass ,"89 degrees, wind 10 mph",89.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9%,0.0,0%,0.0,0%,1.5,3000.0,1.0,4500.0,1.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
6042,Andy Janovich,FB,2018,3,DEN,BAL,2018-09-23,201809230rav,A,,14.0,27,5.5,46.0,20.25,13,outdoors,grass,"61 degrees, wind 5 mph",61.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,19%,0.0,0%,19.0,68%,0.2,3000.0,0.2,4500.0,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,
6070,Zach Line,FB,2018,3,NOR,ATL,2018-09-23,201809230atl,A,OT,43.0,37,1.5,54.0,26.25,-6,dome,fieldturf,indoors,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,15%,0.0,0%,14.0,39%,8.6,3000.0,7.6,4500.0,8.6,7.6,7.6,,,,,,,,,,,,,,,,,,,,,,,,
6114,Derrick Coleman,FB,2018,3,ARI,CHI,2018-09-23,201809230crd,H,,14.0,16,5.5,39.0,16.75,2,retractable roof (closed),grass ,indoors,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10%,0.0,0%,15.0,68%,2.2,3000.0,1.7,4500.0,2.2,1.7,1.7,,,,,,,,,,,,,,,,,,,,,,,,
6132,Tre Madden,FB,2018,3,SEA,DAL,2018-09-23,201809230sea,H,,24.0,13,-1.0,40.0,20.5,-11,outdoors,fieldturf ,"61 degrees, wind 4 mph",61.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,13%,0.0,0%,22.0,76%,0.2,3000.0,0.2,4500.0,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,
6146,James Develin,FB,2018,3,NWE,DET,2018-09-23,201809230det,A,,10.0,26,-7.0,55.0,31.0,16,dome,fieldturf ,indoors,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,17%,0.0,0%,11.0,44%,0.0,3000.0,0.0,4500.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
6186,CJ Ham,FB,2018,4,MIN,LAR,2018-09-27,201809270ram,A,,31.0,38,7.5,48.5,20.5,7,outdoors,grass,"75 degrees, wind 3 mph",75.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,7.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,27%,0.0,0%,20.0,61%,2.7,3000.0,1.7,4500.0,2.7,1.7,1.7,,,,,,,,,,,,,,,,,,,,,,,,
6237,James Develin,FB,2018,4,NWE,MIA,2018-09-30,201809300nwe,H,,38.0,7,-6.5,50.5,28.5,-31,outdoors,fieldturf ,"65 degrees, wind 6 mph",65.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,41%,0.0,0%,9.0,36%,0.0,3000.0,0.0,4500.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
6382,Derrick Coleman,FB,2018,4,ARI,SEA,2018-09-30,201809300crd,H,,17.0,20,3.5,40.0,18.25,3,retractable roof (closed),grass ,indoors,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7%,0.0,0%,16.0,57%,1.5,3000.0,1.0,4500.0,1.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
6415,Zach Line,FB,2018,4,NOR,NYG,2018-09-30,201809300nyg,A,,33.0,18,-3.5,51.5,27.5,-15,outdoors,fieldturf ,"71 degrees, wind 7 mph",71.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,26%,0.0,0%,10.0,34%,0.0,3000.0,0.0,4500.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
6434,Kyle Juszczyk,FB,2018,4,SFO,LAC,2018-09-30,201809300sdg,A,,27.0,29,10.5,46.0,17.75,2,outdoors,grass,"78 degrees, wind 9 mph",78.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,62%,0.0,0%,5.0,16%,3.5,3100.0,2.5,4500.0,3.5,2.5,2.5,,,,,,,,,,,,,,,,,,,,,,,,
6468,Roosevelt Nix,FB,2018,4,PIT,BAL,2018-09-30,201809300pit,H,,14.0,26,-3.0,51.0,27.0,12,outdoors,grass ,"69 degrees, wind 2 mph",69.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2%,0.0,0%,21.0,72%,0.0,3000.0,0.0,4500.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
6486,Andy Janovich,FB,2018,4,DEN,KAN,2018-10-01,201810010den,H,,23.0,27,3.5,53.5,25.0,4,outdoors,grass ,"65 degrees, wind 5 mph",65.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,32.0,0.0,32.0,0.0,0.0,0.0,1.0,8.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,17.0,28%,0.0,0%,17.0,61%,4.2,3000.0,3.7,4500.0,4.2,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
6519,Ricky Ortiz,FB,2018,5,ATL,PIT,2018-10-07,201810070pit,A,,17.0,41,3.5,57.0,26.75,24,outdoors,grass ,"83 degrees, wind 5 mph",83.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,18%,0.0,0%,7.0,26%,0.0,3000.0,0.0,4500.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
6564,Tommy Bohanon,FB,2018,5,JAX,KAN,2018-10-07,201810070kan,A,,14.0,30,3.0,48.0,22.5,16,outdoors,grass ,"58 degrees, wind 5 mph",58.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,13%,0.0,0%,0.0,0%,0.0,3000.0,0.0,4500.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
6573,Anthony Sherman,FB,2018,5,KAN,JAX,2018-10-07,201810070kan,H,,30.0,14,-3.0,48.0,25.5,-16,outdoors,grass ,"58 degrees, wind 5 mph",58.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7%,0.0,0%,20.0,83%,2.5,3000.0,2.0,4500.0,2.5,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
6708,CJ Ham,FB,2018,5,MIN,PHI,2018-10-07,201810070phi,A,,23.0,21,3.5,48.0,22.25,-2,outdoors,grass ,"79 degrees, wind 6 mph",79.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,13%,0.0,0%,16.0,59%,1.7,3000.0,1.2,4500.0,1.7,1.2,1.2,,,,,,,,,,,,,,,,,,,,,,,,
6734,Kyle Juszczyk,FB,2018,5,SFO,ARI,2018-10-07,201810070sfo,H,,18.0,28,-49.0,40.5,44.75,10,outdoors,grass,"79 degrees, wind 15 mph",79.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,12.0,7.0,6.0,75.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,60.0,0.0,1.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,69%,0.0,0%,4.0,15%,14.7,3100.0,11.7,4700.0,14.7,11.7,11.7,,,,,,,,,,,,,,,,,,,,,,,,
6760,Tre Madden,FB,2018,5,SEA,LAR,2018-10-07,201810070sea,H,,31.0,33,7.5,50.5,21.5,2,outdoors,fieldturf ,"53 degrees, wind 5 mph",53.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10%,0.0,0%,19.0,63%,0.0,3000.0,0.0,4500.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
6843,Derrick Coleman,FB,2018,6,ARI,MIN,2018-10-14,201810140min,A,,17.0,27,10.0,43.5,16.75,10,dome,sportturf,indoors,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9%,0.0,0%,21.0,72%,0.2,3000.0,0.2,4500.0,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,
6854,CJ Ham,FB,2018,6,MIN,ARI,2018-10-14,201810140min,H,,27.0,17,-10.0,43.5,26.75,-10,dome,sportturf,indoors,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,20%,0.0,0%,20.0,69%,0.1,3300.0,0.1,4500.0,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,
6948,Roosevelt Nix,FB,2018,6,PIT,CIN,2018-10-14,201810140cin,A,,28.0,21,1.5,49.5,24.0,-7,outdoors,fieldturf ,"51 degrees, wind 6 mph",51.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,23%,0.0,0%,20.0,74%,0.0,3000.0,0.0,4500.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
7040,Jamize Olawale,FB,2018,6,DAL,JAX,2018-10-14,201810140dal,H,,40.0,7,3.0,39.0,18.0,-33,retractable roof (closed),matrixturf,indoors,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,11%,0.0,0%,19.0,61%,1.3,3000.0,0.8,4500.0,1.3,0.8,0.8,,,,,,,,,,,,,,,,,,,,,,,,
7073,Anthony Sherman,FB,2018,6,KAN,NWE,2018-10-14,201810140nwe,A,,40.0,43,3.5,59.5,28.0,3,outdoors,fieldturf ,"45 degrees, no wind",45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-2.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4%,0.0,0%,27.0,75%,0.8,3000.0,0.3,4500.0,0.8,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,
7084,James Develin,FB,2018,6,NWE,KAN,2018-10-14,201810140nwe,H,,43.0,40,-3.5,59.5,31.5,-3,outdoors,fieldturf ,"45 degrees, no wind",45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,42%,0.0,0%,18.0,50%,2.3,3000.0,1.3,4500.0,2.3,1.3,1.3,,,,,,,,,,,,,,,,,,,,,,,,
7091,Kyle Juszczyk,FB,2018,6,SFO,GNB,2018-10-15,201810150gnb,A,,30.0,33,9.0,46.5,18.75,3,outdoors,grass ,"37 degrees, wind 5 mph",37.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,30.0,0.0,21.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,68%,0.0,0%,3.0,9%,5.0,3800.0,2.5,5300.0,5.0,2.5,2.5,,,,,,,,,,,,,,,,,,,,,,,,
7219,Tommy Bohanon,FB,2018,7,JAX,HOU,2018-10-21,201810210jax,H,,7.0,20,-3.5,42.5,23.0,13,outdoors,grass ,"68 degrees, wind 15 mph",68.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,15%,0.0,0%,11.0,46%,1.5,3000.0,1.0,4500.0,1.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
