,Player,Pos,Year,Week,Team,Opponent Abbrev,Date,Game ID,H/A,OT,Team Score,Opponent Score,Spread,Over/Under,Implied Points,Actual Margin,Indoor/Outdoor,Surface,Weather,Temperature,Wind,Pass Att,Pass Cmp,Pass Yds,Pass TD,Pass Int,Pass Lng,Pass Rate,Pass Sk,Pass Sk Yds,Rush Att,Rush Yds,Rush TD,Rush Lng,Rec Tgt,Rec Rec,Rec Yds,Rec TD,Rec Lng,Fmb,FL,2PT,Kick Ret,Kick Yds,Kick TD,Kick Lng,Kick YPR,Punt Ret,Punt Yds,Punt TD,Punt Lng,Punt YPR,Short L Tgt,Short L Ctch,Short L Yds,Short L TD,Short M Tgt,Short M Ctch,Short M Yds,Short M TD,Short R Tgt,Short R Ctch,Short R Yds,Short R TD,Deep L Tgt,Deep L Ctch,Deep L Yds,Deep L TD,Deep M Tgt,Deep M Ctch,Deep M Yds,Deep M TD,Deep R Tgt,Deep R Ctch,Deep R Yds,Deep R TD,No Dir Tgt,No Dir Ctch,No Dir Yds,No Dir TD,Off Num,Off Pct,Def Num,Def Pct,ST Num,ST Pct,DKP,DKSalary,FDP,FDSalary,DK_Total_FP,FD_Total_FP,YH_Total_FP,Sk,Int,Int TD,FF,FR,Fum TD,QBHits,TFL,Oppt Int TD,Oppt Fum TD,Oppt Punt TD,Oppt Kick TD,FGM,FGA,FG 0-19,FG 20-29,FG 30-39,FG 40-49,FG 50+,XPM,XPA,Pnt,Yds,Y/P
14446,Danny Vitale,FB,2017,14,CLE,GNB,2017-12-10,201712100cle,H,OT,21.0,27,2.5,38.5,18.0,6,outdoors,grass ,"29 degrees, wind 24 mph",29.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,29%,0.0,0%,13.0,54%,,,,,1.1,0.6,0.6,,,,,,,,,,,,,,,,,,,,,,,,
14481,Michael Burton,FB,2017,14,CHI,CIN,2017-12-10,201712100cin,A,,33.0,7,6.0,40.5,17.25,-26,outdoors,fieldturf ,"31 degrees, wind 11 mph",31.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,25%,0.0,0%,2.0,8%,0.0,3000.0,0.0,4500.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
14502,CJ Ham,FB,2017,14,MIN,CAR,2017-12-10,201712100car,A,,24.0,31,-2.5,40.5,21.5,7,outdoors,grass ,"41 degrees, wind 5 mph",41.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,11%,0.0,0%,21.0,68%,1.9,3000.0,1.4,4500.0,1.9,1.4,1.4,,,,,,,,,,,,,,,,,,,,,,,,
14530,Mike Tolbert,FB,2017,14,BUF,IND,2017-12-10,201712100buf,H,OT,13.0,7,-3.5,36.5,20.0,-6,outdoors,a_turf,"32 degrees, wind 15 mph",32.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,32.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,19%,0.0,0%,6.0,27%,2.2,3900.0,1.2,4500.0,2.2,1.2,1.2,,,,,,,,,,,,,,,,,,,,,,,,
14542,Lawrence Thomas,FB,2017,14,NYJ,DEN,2017-12-10,201712100den,A,,0.0,23,-1.0,40.5,20.75,23,outdoors,grass ,"60 degrees, wind 3 mph",60.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,12%,0.0,0%,7.0,27%,,,,,1.7,1.2,1.2,,,,,,,,,,,,,,,,,,,,,,,,
14551,Andy Janovich,FB,2017,14,DEN,NYJ,2017-12-10,201712100den,H,,23.0,0,1.0,40.5,19.75,-23,outdoors,grass ,"60 degrees, wind 3 mph",60.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,17%,0.0,0%,20.0,77%,6.1,3000.0,6.1,4500.0,6.1,6.1,6.1,,,,,,,,,,,,,,,,,,,,,,,,
14596,Derek Watt,FB,2017,14,LAC,WAS,2017-12-10,201712100sdg,H,,30.0,13,-6.0,46.5,26.25,-17,outdoors,grass,"81 degrees, wind 4 mph",81.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,14%,0.0,0%,29.0,94%,0.2,3000.0,0.2,4500.0,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,
14665,Roosevelt Nix,FB,2017,14,PIT,BAL,2017-12-10,201712100pit,H,,39.0,38,-6.0,43.0,24.5,-1,outdoors,grass ,"33 degrees, wind 12 mph",33.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,11%,0.0,0%,22.0,63%,7.1,3000.0,6.6,0.0,7.1,6.6,6.6,,,,,,,,,,,,,,,,,,,,,,,,
14675,James Develin,FB,2017,14,NWE,MIA,2017-12-11,201712110mia,A,,20.0,27,-10.5,48.0,29.25,7,outdoors,grass ,"55 degrees, wind 7 mph",55.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,18%,0.0,0%,17.0,50%,1.2,3000.0,0.7,4500.0,1.2,0.7,0.7,,,,,,,,,,,,,,,,,,,,,,,,
14697,Andy Janovich,FB,2017,15,DEN,IND,2017-12-14,201712140clt,A,,25.0,13,-3.0,40.5,21.75,-12,retractable roof (closed),fieldturf ,indoors,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,23%,0.0,0%,14.0,64%,-0.1,3000.0,-0.1,4500.0,-0.1,-0.1,-0.1,,,,,,,,,,,,,,,,,,,,,,,,
14711,Michael Burton,FB,2017,15,CHI,DET,2017-12-16,201712160det,A,,10.0,20,5.0,43.5,19.25,10,dome,fieldturf ,indoors,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16%,0.0,0%,5.0,22%,0.2,3000.0,0.2,4500.0,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,
14775,Lawrence Thomas,FB,2017,15,NYJ,NOR,2017-12-17,201712170nor,A,,19.0,31,16.5,47.0,15.25,12,dome,sportturf,indoors,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,15%,0.0,0%,10.0,33%,,,,,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,
14784,Zach Line,FB,2017,15,NOR,NYJ,2017-12-17,201712170nor,H,,31.0,19,-16.5,47.0,31.75,-12,dome,sportturf,indoors,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,5.0,2.0,1.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,31%,0.0,0%,16.0,53%,2.3,3000.0,1.8,4500.0,2.3,1.8,1.8,,,,,,,,,,,,,,,,,,,,,,,,
14809,CJ Ham,FB,2017,15,MIN,CIN,2017-12-17,201712170min,H,,34.0,7,-12.5,42.5,27.5,-27,dome,sportturf,indoors,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,31%,0.0,0%,21.0,72%,1.6,3000.0,1.1,4500.0,1.6,1.1,1.1,,,,,,,,,,,,,,,,,,,,,,,,
14816,Jay Prosch,FB,2017,15,HOU,JAX,2017-12-17,201712170jax,A,,7.0,45,10.5,39.0,14.25,38,outdoors,grass ,"72 degrees, wind 5 mph",72.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,12%,0.0,0%,17.0,49%,1.3,3000.0,0.8,4500.0,1.3,0.8,0.8,,,,,,,,,,,,,,,,,,,,,,,,
14825,Tommy Bohanon,FB,2017,15,JAX,HOU,2017-12-17,201712170jax,H,,45.0,7,-10.5,39.0,24.75,-38,outdoors,grass ,"72 degrees, wind 5 mph",72.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,36%,0.0,0%,8.0,23%,12.2,3000.0,12.2,4500.0,12.2,12.2,12.2,,,,,,,,,,,,,,,,,,,,,,,,
14911,Patrick DiMarco,FB,2017,15,BUF,MIA,2017-12-17,201712170buf,H,,24.0,16,-3.5,39.5,21.5,-8,outdoors,a_turf,"22 degrees, wind 8 mph",22.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,37%,0.0,0%,10.0,37%,1.6,3000.0,1.1,4500.0,1.6,1.1,1.1,,,,,,,,,,,,,,,,,,,,,,,,
14946,James Develin,FB,2017,15,NWE,PIT,2017-12-17,201712170pit,A,,27.0,24,-2.5,52.5,27.5,-3,outdoors,grass ,"42 degrees, wind 4 mph",42.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,29%,0.0,0%,11.0,44%,0.0,3000.0,0.0,4500.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
14976,Kyle Juszczyk,FB,2017,15,SFO,TEN,2017-12-17,201712170sfo,H,,25.0,23,-49.0,44.5,46.75,-2,outdoors,grass,"65 degrees, wind 17 mph",65.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,16.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,46%,0.0,0%,1.0,4%,3.6,3000.0,2.6,4500.0,3.6,2.6,2.6,,,,,,,,,,,,,,,,,,,,,,,,
14981,Rod Smith,FB,2017,15,DAL,OAK,2017-12-17,201712170rai,A,,20.0,17,-3.0,46.0,24.5,-3,outdoors,grass ,"57 degrees, wind 4 mph",57.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,13.0,1.0,6.0,3.0,3.0,21.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,54%,0.0,0%,16.0,67%,12.4,4500.0,10.9,5800.0,12.4,10.9,10.9,,,,,,,,,,,,,,,,,,,,,,,,
14986,Keith Smith,FB,2017,15,DAL,OAK,2017-12-17,201712170rai,A,,20.0,17,-3.0,46.0,24.5,-3,outdoors,grass ,"57 degrees, wind 4 mph",57.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,15%,0.0,0%,13.0,54%,2.2,3000.0,1.7,4500.0,2.2,1.7,1.7,,,,,,,,,,,,,,,,,,,,,,,,
15007,Derrick Coleman,FB,2017,15,ATL,TAM,2017-12-18,201712180tam,A,,24.0,21,-7.0,49.5,28.25,-3,outdoors,grass ,"71 degrees, wind 2 mph",71.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,23%,0.0,0%,16.0,62%,0.0,3000.0,0.0,4500.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
15016,Alan Cross,FB,2017,15,TAM,ATL,2017-12-18,201712180tam,H,,21.0,24,7.0,49.5,21.25,3,outdoors,grass ,"71 degrees, wind 2 mph",71.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,23.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,34%,0.0,0%,17.0,65%,3.3,2500.0,2.8,4500.0,3.3,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,,,
15059,Aaron Ripkowski,FB,2017,16,GNB,MIN,2017-12-23,201712230gnb,H,,0.0,16,8.5,41.0,16.25,16,outdoors,grass ,"10 degrees, wind 6 mph",10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,18%,0.0,0%,12.0,52%,1.4,3000.0,0.9,4500.0,1.4,0.9,0.9,,,,,,,,,,,,,,,,,,,,,,,,
15085,Derek Watt,FB,2017,16,LAC,NYJ,2017-12-24,201712240nyj,A,,14.0,7,-7.5,42.5,25.0,-7,outdoors,fieldturf ,"40 degrees, wind 6 mph",40.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,1.0,1.0,23.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8%,0.0,0%,27.0,96%,3.6,3000.0,3.1,4500.0,3.6,3.1,3.1,,,,,,,,,,,,,,,,,,,,,,,,
15098,Lawrence Thomas,FB,2017,16,NYJ,LAC,2017-12-24,201712240nyj,H,,7.0,14,7.5,42.5,17.5,7,outdoors,fieldturf ,"40 degrees, wind 6 mph",40.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,14%,0.0,0%,5.0,18%,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
15111,Patrick DiMarco,FB,2017,16,BUF,NWE,2017-12-24,201712240nwe,A,,16.0,37,11.0,47.5,18.25,21,outdoors,fieldturf ,"35 degrees, wind 7 mph",35.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-8.0,0.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,19%,0.0,0%,12.0,43%,0.2,3000.0,-0.3,4500.0,0.2,-0.3,-0.3,,,,,,,,,,,,,,,,,,,,,,,,
15112,Mike Tolbert,FB,2017,16,BUF,NWE,2017-12-24,201712240nwe,A,,16.0,37,11.0,47.5,18.25,21,outdoors,fieldturf ,"35 degrees, wind 7 mph",35.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-3.0,0.0,0.0,2.0,1.0,11.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,22%,0.0,0%,11.0,39%,1.8,3900.0,1.3,4500.0,1.8,1.3,1.3,,,,,,,,,,,,,,,,,,,,,,,,
15134,Derrick Coleman,FB,2017,16,ATL,NOR,2017-12-24,201712240nor,A,,13.0,23,5.5,52.0,23.25,10,dome,sportturf,indoors,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,22%,0.0,0%,21.0,72%,0.0,3000.0,0.0,4500.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
15199,Michael Burton,FB,2017,16,CHI,CLE,2017-12-24,201712240chi,H,,20.0,3,-5.5,37.0,21.25,-17,outdoors,grass ,"24 degrees, wind 8 mph",24.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,29%,0.0,0%,2.0,8%,0.0,3000.0,0.0,4500.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
15206,Andy Janovich,FB,2017,16,DEN,WAS,2017-12-24,201712240was,A,,11.0,27,3.0,39.5,18.25,16,outdoors,grass ,"43 degrees, wind 7 mph",43.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,21.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,18%,0.0,0%,19.0,73%,4.1,3000.0,3.1,4500.0,4.1,3.1,3.1,,,,,,,,,,,,,,,,,,,,,,,,
15257,Kyle Juszczyk,FB,2017,16,SFO,JAX,2017-12-24,201712240sfo,H,,44.0,33,4.0,43.0,19.5,-11,outdoors,grass,"52 degrees, no wind",52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,76.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,22.0,0.0,1.0,1.0,7.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,56%,0.0,0%,5.0,16%,12.6,3000.0,10.1,4500.0,12.6,10.1,10.1,,,,,,,,,,,,,,,,,,,,,,,,
