,Player,Pos,Year,Week,Team,Opponent Abbrev,Date,H/A,OT,Team Score,Opponent Score,Spread,Over/Under,Actual Margin,Indoor/Outdoor,Surface,Weather,Temperature,Wind,Rush Att,Rush Yds,Rush TD,Rush Lng,Rec Tgt,Rec Rec,Rec Yds,Rec TD,Rec Lng,Fmb,FL,2PT,Off Num,Off Pct
6044,Courtland Sutton,WR,2018,3,DEN,BAL,9/23/2018,A,,14,27,5.5,46,13,outdoors,grass,"61 degrees, wind 5 mph",61,5,0,0,0,0,3,2,37,0,21,0,0,0,53,78%
6047,DaeSean Hamilton,WR,2018,3,DEN,BAL,9/23/2018,A,,14,27,5.5,46,13,outdoors,grass,"61 degrees, wind 5 mph",61,5,0,0,0,0,0,0,0,0,0,0,0,0,15,22%
6051,John Brown,WR,2018,3,BAL,DEN,9/23/2018,H,,27,14,-5.5,46,-13,outdoors,grass,"61 degrees, wind 5 mph",61,5,0,0,0,0,9,5,86,0,44,0,0,0,55,76%
6052,Michael Crabtree,WR,2018,3,BAL,DEN,9/23/2018,H,,27,14,-5.5,46,-13,outdoors,grass,"61 degrees, wind 5 mph",61,5,0,0,0,0,10,7,61,0,19,0,0,0,52,72%
6054,Willie Snead,WR,2018,3,BAL,DEN,9/23/2018,H,,27,14,-5.5,46,-13,outdoors,grass,"61 degrees, wind 5 mph",61,5,0,0,0,0,5,3,39,0,17,0,0,0,40,56%
6058,Tim White,WR,2018,3,BAL,DEN,9/23/2018,H,,27,14,-5.5,46,-13,outdoors,grass,"61 degrees, wind 5 mph",61,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0%
6062,Ted Ginn,WR,2018,3,NOR,ATL,9/23/2018,A,OT,43,37,1.5,54,-6,dome,fieldturf,indoors,,,1,20,0,20,6,3,12,1,6,0,0,0,51,65%
6065,Michael Thomas,WR,2018,3,NOR,ATL,9/23/2018,A,OT,43,37,1.5,54,-6,dome,fieldturf,indoors,,,0,0,0,0,10,10,129,0,35,0,0,0,76,96%
6067,Austin Carr,WR,2018,3,NOR,ATL,9/23/2018,A,OT,43,37,1.5,54,-6,dome,fieldturf,indoors,,,0,0,0,0,2,1,25,0,25,0,0,0,13,16%
6069,Cameron Meredith,WR,2018,3,NOR,ATL,9/23/2018,A,OT,43,37,1.5,54,-6,dome,fieldturf,indoors,,,0,0,0,0,1,1,11,1,11,0,0,0,34,43%
6073,Calvin Ridley,WR,2018,3,ATL,NOR,9/23/2018,H,OT,37,43,-1.5,54,6,dome,fieldturf,indoors,,,1,9,0,9,8,7,146,3,75,0,0,0,42,62%
6074,Julio Jones,WR,2018,3,ATL,NOR,9/23/2018,H,OT,37,43,-1.5,54,6,dome,fieldturf,indoors,,,0,0,0,0,6,5,96,0,58,0,0,0,54,79%
6075,Mohamed Sanu,WR,2018,3,ATL,NOR,9/23/2018,H,OT,37,43,-1.5,54,6,dome,fieldturf,indoors,,,0,0,0,0,7,4,36,1,13,0,0,1,59,87%
6078,Marvin Hall,WR,2018,3,ATL,NOR,9/23/2018,H,OT,37,43,-1.5,54,6,dome,fieldturf,indoors,,,0,0,0,0,1,1,7,0,7,0,0,0,12,18%
6080,Justin Hardy,WR,2018,3,ATL,NOR,9/23/2018,H,OT,37,43,-1.5,54,6,dome,fieldturf,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,15,22%
6084,Tyrell Williams,WR,2018,3,LAC,LAR,9/23/2018,A,,23,35,7.5,49,12,outdoors,grass,"80 degrees, wind 5 mph",80,5,1,14,0,14,3,2,22,0,13,0,0,0,38,73%
6085,Mike Williams,WR,2018,3,LAC,LAR,9/23/2018,A,,23,35,7.5,49,12,outdoors,grass,"80 degrees, wind 5 mph",80,5,0,0,0,0,7,4,81,2,42,0,0,0,35,67%
6087,Keenan Allen,WR,2018,3,LAC,LAR,9/23/2018,A,,23,35,7.5,49,12,outdoors,grass,"80 degrees, wind 5 mph",80,5,0,0,0,0,7,3,44,0,25,1,1,0,40,77%
6089,JJ Jones,WR,2018,3,LAC,LAR,9/23/2018,A,,23,35,7.5,49,12,outdoors,grass,"80 degrees, wind 5 mph",80,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0%
6093,Robert Woods,WR,2018,3,LAR,LAC,9/23/2018,H,,35,23,-7.5,49,-12,outdoors,grass,"80 degrees, wind 5 mph",80,5,3,13,0,8,11,10,104,2,22,0,0,0,74,96%
6094,Brandin Cooks,WR,2018,3,LAR,LAC,9/23/2018,H,,35,23,-7.5,49,-12,outdoors,grass,"80 degrees, wind 5 mph",80,5,0,0,0,0,8,7,90,0,21,0,0,0,74,96%
6097,Cooper Kupp,WR,2018,3,LAR,LAC,9/23/2018,H,,35,23,-7.5,49,-12,outdoors,grass,"80 degrees, wind 5 mph",80,5,1,-3,0,-3,5,4,71,1,53,0,0,0,75,97%
6098,Jojo Natson,WR,2018,3,LAR,LAC,9/23/2018,H,,35,23,-7.5,49,-12,outdoors,grass,"80 degrees, wind 5 mph",80,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0%
6103,Allen Robinson,WR,2018,3,CHI,ARI,9/23/2018,A,,16,14,-5.5,39,-2,retractable roof (closed),grass ,indoors,,,0,0,0,0,7,3,50,0,39,0,0,0,69,93%
6104,Anthony Miller,WR,2018,3,CHI,ARI,9/23/2018,A,,16,14,-5.5,39,-2,retractable roof (closed),grass ,indoors,,,0,0,0,0,5,4,35,0,15,0,0,0,36,49%
6105,Taylor Gabriel,WR,2018,3,CHI,ARI,9/23/2018,A,,16,14,-5.5,39,-2,retractable roof (closed),grass ,indoors,,,0,0,0,0,10,6,34,0,10,0,0,0,55,74%
6107,Josh Bellamy,WR,2018,3,CHI,ARI,9/23/2018,A,,16,14,-5.5,39,-2,retractable roof (closed),grass ,indoors,,,0,0,0,0,1,1,2,0,2,0,0,0,18,24%
6112,Christian Kirk,WR,2018,3,ARI,CHI,9/23/2018,H,,14,16,5.5,39,2,retractable roof (closed),grass ,indoors,,,0,0,0,0,8,7,90,0,32,0,0,0,37,74%
6116,Larry Fitzgerald,WR,2018,3,ARI,CHI,9/23/2018,H,,14,16,5.5,39,2,retractable roof (closed),grass ,indoors,,,0,0,0,0,2,2,9,0,6,0,0,0,48,96%
6117,Chad Williams,WR,2018,3,ARI,CHI,9/23/2018,H,,14,16,5.5,39,2,retractable roof (closed),grass ,indoors,,,0,0,0,0,4,1,8,0,8,0,0,0,43,86%
6118,JJ Nelson,WR,2018,3,ARI,CHI,9/23/2018,H,,14,16,5.5,39,2,retractable roof (closed),grass ,indoors,,,0,0,0,0,1,0,0,0,0,0,0,0,6,12%
6121,Tavon Austin,WR,2018,3,DAL,SEA,9/23/2018,A,,13,24,1,40,11,outdoors,fieldturf ,"61 degrees, wind 4 mph",61,4,1,18,0,18,3,3,2,1,3,0,0,0,19,32%
6123,Cole Beasley,WR,2018,3,DAL,SEA,9/23/2018,A,,13,24,1,40,11,outdoors,fieldturf ,"61 degrees, wind 4 mph",61,4,0,0,0,0,5,3,46,0,18,0,0,0,42,71%
6124,Deonte Thompson,WR,2018,3,DAL,SEA,9/23/2018,A,,13,24,1,40,11,outdoors,fieldturf ,"61 degrees, wind 4 mph",61,4,0,0,0,0,2,2,23,0,13,0,0,0,27,46%
6125,Allen Hurns,WR,2018,3,DAL,SEA,9/23/2018,A,,13,24,1,40,11,outdoors,fieldturf ,"61 degrees, wind 4 mph",61,4,0,0,0,0,4,2,22,0,12,0,0,0,39,66%
6126,Michael Gallup,WR,2018,3,DAL,SEA,9/23/2018,A,,13,24,1,40,11,outdoors,fieldturf ,"61 degrees, wind 4 mph",61,4,0,0,0,0,4,1,17,0,17,0,0,0,25,42%
6130,Tyler Lockett,WR,2018,3,SEA,DAL,9/23/2018,H,,24,13,-1,40,-11,outdoors,fieldturf ,"61 degrees, wind 4 mph",61,4,1,5,0,5,6,4,77,1,52,0,0,0,61,88%
6133,Brandon Marshall,WR,2018,3,SEA,DAL,9/23/2018,H,,24,13,-1,40,-11,outdoors,fieldturf ,"61 degrees, wind 4 mph",61,4,0,0,0,0,6,2,30,0,27,0,0,0,43,62%
6135,Jaron Brown,WR,2018,3,SEA,DAL,9/23/2018,H,,24,13,-1,40,-11,outdoors,fieldturf ,"61 degrees, wind 4 mph",61,4,0,0,0,0,2,2,25,1,16,0,0,0,50,72%
6142,Chris Hogan,WR,2018,3,NWE,DET,9/23/2018,A,,10,26,-7,55,16,dome,fieldturf ,indoors,,,0,0,0,0,4,3,31,0,16,0,0,0,48,100%
6144,Cordarrelle Patterson,WR,2018,3,NWE,DET,9/23/2018,A,,10,26,-7,55,16,dome,fieldturf ,indoors,,,0,0,0,0,1,1,12,0,12,0,0,0,19,40%
6145,Phillip Dorsett,WR,2018,3,NWE,DET,9/23/2018,A,,10,26,-7,55,16,dome,fieldturf ,indoors,,,0,0,0,0,5,0,0,0,0,0,0,0,45,94%
6150,Golden Tate,WR,2018,3,DET,NWE,9/23/2018,H,,26,10,7,55,-16,dome,fieldturf ,indoors,,,0,0,0,0,8,6,69,0,25,0,0,0,54,74%
6151,Marvin Jones,WR,2018,3,DET,NWE,9/23/2018,H,,26,10,7,55,-16,dome,fieldturf ,indoors,,,0,0,0,0,6,4,69,1,33,0,0,0,67,92%
6152,Kenny Golladay,WR,2018,3,DET,NWE,9/23/2018,H,,26,10,7,55,-16,dome,fieldturf ,indoors,,,0,0,0,0,7,6,53,1,16,0,0,0,64,88%
6155,TJ Jones,WR,2018,3,DET,NWE,9/23/2018,H,,26,10,7,55,-16,dome,fieldturf ,indoors,,,0,0,0,0,2,1,4,0,4,0,0,0,12,16%
6160,JuJu Smith-Schuster,WR,2018,3,PIT,TAM,9/24/2018,A,,30,27,1,55,-3,outdoors,grass ,"77 degrees, wind 5 mph",77,5,0,0,0,0,11,9,116,0,43,0,0,0,55,83%
6162,Antonio Brown,WR,2018,3,PIT,TAM,9/24/2018,A,,30,27,1,55,-3,outdoors,grass ,"77 degrees, wind 5 mph",77,5,0,0,0,0,9,6,50,1,27,0,0,0,62,94%
6163,James Washington,WR,2018,3,PIT,TAM,9/24/2018,A,,30,27,1,55,-3,outdoors,grass ,"77 degrees, wind 5 mph",77,5,0,0,0,0,2,2,25,0,13,0,0,0,40,61%
6164,Ryan Switzer,WR,2018,3,PIT,TAM,9/24/2018,A,,30,27,1,55,-3,outdoors,grass ,"77 degrees, wind 5 mph",77,5,0,0,0,0,3,3,9,1,5,0,0,0,7,11%
6169,Adam Humphries,WR,2018,3,TAM,PIT,9/24/2018,H,,27,30,-1,55,3,outdoors,grass ,"77 degrees, wind 5 mph",77,5,1,4,0,4,5,3,30,0,16,0,0,0,53,73%
6170,Mike Evans,WR,2018,3,TAM,PIT,9/24/2018,H,,27,30,-1,55,3,outdoors,grass ,"77 degrees, wind 5 mph",77,5,0,0,0,0,11,6,137,1,51,0,0,0,58,79%
6171,Chris Godwin,WR,2018,3,TAM,PIT,9/24/2018,H,,27,30,-1,55,3,outdoors,grass ,"77 degrees, wind 5 mph",77,5,0,0,0,0,10,5,74,1,20,1,1,0,37,51%
6173,DeSean Jackson,WR,2018,3,TAM,PIT,9/24/2018,H,,27,30,-1,55,3,outdoors,grass ,"77 degrees, wind 5 mph",77,5,0,0,0,0,5,3,37,0,17,0,0,0,42,58%
6181,Adam Thielen,WR,2018,4,MIN,LAR,9/27/2018,A,,31,38,7.5,48.5,7,outdoors,grass,"75 degrees, wind 3 mph",75,3,0,0,0,0,12,8,135,1,45,0,0,0,73,99%
6182,Stefon Diggs,WR,2018,4,MIN,LAR,9/27/2018,A,,31,38,7.5,48.5,7,outdoors,grass,"75 degrees, wind 3 mph",75,3,0,0,0,0,15,11,123,0,34,0,0,0,63,85%
6184,Laquon Treadwell,WR,2018,4,MIN,LAR,9/27/2018,A,,31,38,7.5,48.5,7,outdoors,grass,"75 degrees, wind 3 mph",75,3,0,0,0,0,7,4,47,0,19,0,0,0,46,62%
6185,Aldrick Robinson,WR,2018,4,MIN,LAR,9/27/2018,A,,31,38,7.5,48.5,7,outdoors,grass,"75 degrees, wind 3 mph",75,3,0,0,0,0,2,2,33,2,17,0,0,0,8,11%
6191,Brandin Cooks,WR,2018,4,LAR,MIN,9/27/2018,H,,38,31,-7.5,48.5,-7,outdoors,grass,"75 degrees, wind 3 mph",75,3,1,10,0,10,8,7,116,1,47,1,0,0,52,95%
6192,Cooper Kupp,WR,2018,4,LAR,MIN,9/27/2018,H,,38,31,-7.5,48.5,-7,outdoors,grass,"75 degrees, wind 3 mph",75,3,0,0,0,0,11,9,162,2,70,0,0,0,53,96%
6193,Robert Woods,WR,2018,4,LAR,MIN,9/27/2018,H,,38,31,-7.5,48.5,-7,outdoors,grass,"75 degrees, wind 3 mph",75,3,0,0,0,0,5,5,101,1,36,0,0,0,55,100%
6195,Josh Reynolds,WR,2018,4,LAR,MIN,9/27/2018,H,,38,31,-7.5,48.5,-7,outdoors,grass,"75 degrees, wind 3 mph",75,3,0,0,0,0,1,0,0,0,0,0,0,0,1,2%
6201,Alshon Jeffery,WR,2018,4,PHI,TEN,9/30/2018,A,OT,23,26,-3,41.5,3,outdoors,grass ,"80 degrees, wind 4 mph",80,4,0,0,0,0,9,8,105,1,31,1,0,0,65,83%
6202,Jordan Matthews,WR,2018,4,PHI,TEN,9/30/2018,A,OT,23,26,-3,41.5,3,outdoors,grass ,"80 degrees, wind 4 mph",80,4,0,0,0,0,3,1,56,1,56,0,0,0,46,59%
6203,Nelson Agholor,WR,2018,4,PHI,TEN,9/30/2018,A,OT,23,26,-3,41.5,3,outdoors,grass ,"80 degrees, wind 4 mph",80,4,0,0,0,0,12,5,22,0,10,1,0,0,72,92%
6204,Kamar Aiken,WR,2018,4,PHI,TEN,9/30/2018,A,OT,23,26,-3,41.5,3,outdoors,grass ,"80 degrees, wind 4 mph",80,4,0,0,0,0,1,1,14,0,14,0,0,0,9,12%
6206,DeAndre Carter,WR,2018,4,PHI,TEN,9/30/2018,A,OT,23,26,-3,41.5,3,outdoors,grass ,"80 degrees, wind 4 mph",80,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0%
6209,Corey Davis,WR,2018,4,TEN,PHI,9/30/2018,H,OT,26,23,3,41.5,-3,outdoors,grass ,"80 degrees, wind 4 mph",80,4,0,0,0,0,15,9,161,1,51,0,0,0,60,85%
6210,Taywan Taylor,WR,2018,4,TEN,PHI,9/30/2018,H,OT,26,23,3,41.5,-3,outdoors,grass ,"80 degrees, wind 4 mph",80,4,0,0,0,0,9,7,77,0,19,0,0,0,45,63%
6212,Tajae Sharpe,WR,2018,4,TEN,PHI,9/30/2018,H,OT,26,23,3,41.5,-3,outdoors,grass ,"80 degrees, wind 4 mph",80,4,0,0,0,0,3,2,27,1,16,0,0,0,31,44%
6213,Darius Jennings,WR,2018,4,TEN,PHI,9/30/2018,H,OT,26,23,3,41.5,-3,outdoors,grass ,"80 degrees, wind 4 mph",80,4,0,0,0,0,2,1,6,0,6,0,0,0,16,23%
6215,Nick Williams,WR,2018,4,TEN,PHI,9/30/2018,H,OT,26,23,3,41.5,-3,outdoors,grass ,"80 degrees, wind 4 mph",80,4,0,0,0,0,0,0,0,0,0,0,0,0,30,42%
6221,Albert Wilson,WR,2018,4,MIA,NWE,9/30/2018,A,,7,38,6.5,50.5,31,outdoors,fieldturf ,"65 degrees, wind 6 mph",65,6,1,2,0,2,6,4,19,0,13,0,0,0,37,76%
6222,Kenny Stills,WR,2018,4,MIA,NWE,9/30/2018,A,,7,38,6.5,50.5,31,outdoors,fieldturf ,"65 degrees, wind 6 mph",65,6,0,0,0,0,6,3,40,0,22,0,0,0,38,78%
6223,Danny Amendola,WR,2018,4,MIA,NWE,9/30/2018,A,,7,38,6.5,50.5,31,outdoors,fieldturf ,"65 degrees, wind 6 mph",65,6,0,0,0,0,3,2,21,0,18,0,0,0,42,86%
6224,Jakeem Grant,WR,2018,4,MIA,NWE,9/30/2018,A,,7,38,6.5,50.5,31,outdoors,fieldturf ,"65 degrees, wind 6 mph",65,6,0,0,0,0,2,2,17,0,9,0,0,0,31,63%
6231,Cordarrelle Patterson,WR,2018,4,NWE,MIA,9/30/2018,H,,38,7,-6.5,50.5,-31,outdoors,fieldturf ,"65 degrees, wind 6 mph",65,6,1,11,0,11,5,3,54,1,55,0,0,0,41,51%
6233,Phillip Dorsett,WR,2018,4,NWE,MIA,9/30/2018,H,,38,7,-6.5,50.5,-31,outdoors,fieldturf ,"65 degrees, wind 6 mph",65,6,0,0,0,0,7,4,55,1,20,0,0,0,57,70%
6235,Josh Gordon,WR,2018,4,NWE,MIA,9/30/2018,H,,38,7,-6.5,50.5,-31,outdoors,fieldturf ,"65 degrees, wind 6 mph",65,6,0,0,0,0,2,2,32,0,19,0,0,0,18,22%
6236,Chris Hogan,WR,2018,4,NWE,MIA,9/30/2018,H,,38,7,-6.5,50.5,-31,outdoors,fieldturf ,"65 degrees, wind 6 mph",65,6,0,0,0,0,1,1,25,0,25,0,0,0,70,86%
6242,Quincy Enunwa,WR,2018,4,NYJ,JAX,9/30/2018,A,,12,31,7.5,40.5,19,outdoors,grass ,"86 degrees, wind 10 mph",86,10,0,0,0,0,8,4,66,0,42,0,0,0,53,95%
6243,Jermaine Kearse,WR,2018,4,NYJ,JAX,9/30/2018,A,,12,31,7.5,40.5,19,outdoors,grass ,"86 degrees, wind 10 mph",86,10,0,0,0,0,5,2,23,0,12,0,0,0,48,86%
6244,Robby Anderson,WR,2018,4,NYJ,JAX,9/30/2018,A,,12,31,7.5,40.5,19,outdoors,grass ,"86 degrees, wind 10 mph",86,10,0,0,0,0,6,2,18,0,12,0,0,0,42,75%
6248,Terrelle Pryor,WR,2018,4,NYJ,JAX,9/30/2018,A,,12,31,7.5,40.5,19,outdoors,grass ,"86 degrees, wind 10 mph",86,10,0,0,0,0,1,0,0,0,0,0,0,0,2,4%
6249,Andre Roberts,WR,2018,4,NYJ,JAX,9/30/2018,A,,12,31,7.5,40.5,19,outdoors,grass ,"86 degrees, wind 10 mph",86,10,0,0,0,0,0,0,0,0,0,0,0,0,3,5%
6253,Dede Westbrook,WR,2018,4,JAX,NYJ,9/30/2018,H,,31,12,-7.5,40.5,-19,outdoors,grass ,"86 degrees, wind 10 mph",86,10,1,11,0,11,13,9,130,0,27,1,1,0,57,74%
6255,Donte Moncrief,WR,2018,4,JAX,NYJ,9/30/2018,H,,31,12,-7.5,40.5,-19,outdoors,grass ,"86 degrees, wind 10 mph",86,10,0,0,0,0,5,5,109,1,67,0,0,0,60,78%
6258,Keelan Cole,WR,2018,4,JAX,NYJ,9/30/2018,H,,31,12,-7.5,40.5,-19,outdoors,grass ,"86 degrees, wind 10 mph",86,10,0,0,0,0,3,2,15,0,9,0,0,0,60,78%
6260,DJ Chark,WR,2018,4,JAX,NYJ,9/30/2018,H,,31,12,-7.5,40.5,-19,outdoors,grass ,"86 degrees, wind 10 mph",86,10,0,0,0,0,1,1,6,0,6,0,0,0,29,38%
6261,Jaydon Mickens,WR,2018,4,JAX,NYJ,9/30/2018,H,,31,12,-7.5,40.5,-19,outdoors,grass ,"86 degrees, wind 10 mph",86,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0%
6266,Zay Jones,WR,2018,4,BUF,GNB,9/30/2018,A,,0,22,8.5,43.5,22,outdoors,grass ,"49 degrees, wind 9 mph",49,9,0,0,0,0,7,4,38,0,15,0,0,0,53,91%
6267,Kelvin Benjamin,WR,2018,4,BUF,GNB,9/30/2018,A,,0,22,8.5,43.5,22,outdoors,grass ,"49 degrees, wind 9 mph",49,9,0,0,0,0,6,1,34,0,34,0,0,0,35,60%
6269,Andre Holmes,WR,2018,4,BUF,GNB,9/30/2018,A,,0,22,8.5,43.5,22,outdoors,grass ,"49 degrees, wind 9 mph",49,9,0,0,0,0,3,2,8,0,5,0,0,0,27,47%
6272,Robert Foster,WR,2018,4,BUF,GNB,9/30/2018,A,,0,22,8.5,43.5,22,outdoors,grass ,"49 degrees, wind 9 mph",49,9,0,0,0,0,2,0,0,0,0,0,0,0,23,40%
6273,Ray-Ray McCloud,WR,2018,4,BUF,GNB,9/30/2018,A,,0,22,8.5,43.5,22,outdoors,grass ,"49 degrees, wind 9 mph",49,9,0,0,0,0,0,0,0,0,0,0,0,0,20,34%
6278,Davante Adams,WR,2018,4,GNB,BUF,9/30/2018,H,,22,0,-8.5,43.5,-22,outdoors,grass ,"49 degrees, wind 9 mph",49,9,0,0,0,0,14,8,81,0,25,0,0,0,76,100%
6279,Geronimo Allison,WR,2018,4,GNB,BUF,9/30/2018,H,,22,0,-8.5,43.5,-22,outdoors,grass ,"49 degrees, wind 9 mph",49,9,0,0,0,0,11,6,80,0,27,1,0,0,56,74%
6280,Marquez Valdes-Scantling,WR,2018,4,GNB,BUF,9/30/2018,H,,22,0,-8.5,43.5,-22,outdoors,grass ,"49 degrees, wind 9 mph",49,9,0,0,0,0,3,1,38,0,38,0,0,0,54,71%
6287,Golden Tate,WR,2018,4,DET,DAL,9/30/2018,A,,24,26,2.5,43.5,2,retractable roof (closed),matrixturf,indoors,,,0,0,0,0,8,8,132,2,45,0,0,0,42,78%
6288,Kenny Golladay,WR,2018,4,DET,DAL,9/30/2018,A,,24,26,2.5,43.5,2,retractable roof (closed),matrixturf,indoors,,,0,0,0,0,4,4,74,0,22,0,0,0,53,98%
6289,Marvin Jones,WR,2018,4,DET,DAL,9/30/2018,A,,24,26,2.5,43.5,2,retractable roof (closed),matrixturf,indoors,,,0,0,0,0,6,3,56,0,34,0,0,0,50,93%
6296,Tavon Austin,WR,2018,4,DAL,DET,9/30/2018,H,,26,24,-2.5,43.5,-2,retractable roof (closed),matrixturf,indoors,,,1,7,0,7,1,0,0,0,0,0,0,0,17,25%
6297,Cole Beasley,WR,2018,4,DAL,DET,9/30/2018,H,,26,24,-2.5,43.5,-2,retractable roof (closed),matrixturf,indoors,,,0,0,0,0,5,4,53,0,19,0,0,0,38,55%
6298,Michael Gallup,WR,2018,4,DAL,DET,9/30/2018,H,,26,24,-2.5,43.5,-2,retractable roof (closed),matrixturf,indoors,,,0,0,0,0,5,2,45,0,37,0,0,0,40,58%
6300,Allen Hurns,WR,2018,4,DAL,DET,9/30/2018,H,,26,24,-2.5,43.5,-2,retractable roof (closed),matrixturf,indoors,,,0,0,0,0,5,3,30,0,12,0,0,0,47,68%
6302,Deonte Thompson,WR,2018,4,DAL,DET,9/30/2018,H,,26,24,-2.5,43.5,-2,retractable roof (closed),matrixturf,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,29,42%
6306,DeAndre Hopkins,WR,2018,4,HOU,IND,9/30/2018,A,OT,37,34,-1,48,-3,retractable roof (closed),fieldturf ,indoors,,,0,0,0,0,12,10,169,1,30,0,0,0,86,100%
6307,Will Fuller,WR,2018,4,HOU,IND,9/30/2018,A,OT,37,34,-1,48,-3,retractable roof (closed),fieldturf ,indoors,,,0,0,0,0,5,4,49,1,22,0,0,0,27,31%
6309,Sammie Coates,WR,2018,4,HOU,IND,9/30/2018,A,OT,37,34,-1,48,-3,retractable roof (closed),fieldturf ,indoors,,,0,0,0,0,1,1,12,0,12,0,0,0,28,33%
6311,Keke Coutee,WR,2018,4,HOU,IND,9/30/2018,A,OT,37,34,-1,48,-3,retractable roof (closed),fieldturf ,indoors,,,2,-2,0,3,15,11,109,0,19,0,0,0,80,93%
6317,TY Hilton,WR,2018,4,IND,HOU,9/30/2018,H,OT,34,37,1,48,3,retractable roof (closed),fieldturf ,indoors,,,0,0,0,0,6,4,115,0,42,0,0,0,43,47%
6318,Chester Rogers,WR,2018,4,IND,HOU,9/30/2018,H,OT,34,37,1,48,3,retractable roof (closed),fieldturf ,indoors,,,0,0,0,0,11,8,85,0,22,0,0,1,73,80%
6319,Ryan Grant,WR,2018,4,IND,HOU,9/30/2018,H,OT,34,37,1,48,3,retractable roof (closed),fieldturf ,indoors,,,0,0,0,0,7,5,64,0,23,0,0,0,72,79%
6320,Zach Pascal,WR,2018,4,IND,HOU,9/30/2018,H,OT,34,37,1,48,3,retractable roof (closed),fieldturf ,indoors,,,0,0,0,0,10,6,56,1,18,0,0,0,45,49%
6322,Marcus Johnson,WR,2018,4,IND,HOU,9/30/2018,H,OT,34,37,1,48,3,retractable roof (closed),fieldturf ,indoors,,,0,0,0,0,3,2,24,0,16,0,0,0,19,21%
6328,DeSean Jackson,WR,2018,4,TAM,CHI,9/30/2018,A,,10,48,3,46,38,outdoors,grass ,"66 degrees, wind 5 mph",66,5,0,0,0,0,8,5,112,0,48,0,0,0,39,62%
6329,Mike Evans,WR,2018,4,TAM,CHI,9/30/2018,A,,10,48,3,46,38,outdoors,grass ,"66 degrees, wind 5 mph",66,5,0,0,0,0,9,6,59,0,17,0,0,0,57,90%
6330,Adam Humphries,WR,2018,4,TAM,CHI,9/30/2018,A,,10,48,3,46,38,outdoors,grass ,"66 degrees, wind 5 mph",66,5,0,0,0,0,7,6,36,0,11,0,0,0,49,78%
6332,Chris Godwin,WR,2018,4,TAM,CHI,9/30/2018,A,,10,48,3,46,38,outdoors,grass ,"66 degrees, wind 5 mph",66,5,0,0,0,0,2,2,22,0,11,0,0,0,31,49%
6339,Taylor Gabriel,WR,2018,4,CHI,TAM,9/30/2018,H,,48,10,-3,46,-38,outdoors,grass ,"66 degrees, wind 5 mph",66,5,1,10,0,10,7,7,104,2,33,0,0,0,48,79%
6341,Allen Robinson,WR,2018,4,CHI,TAM,9/30/2018,H,,48,10,-3,46,-38,outdoors,grass ,"66 degrees, wind 5 mph",66,5,0,0,0,0,4,2,23,1,14,0,0,0,53,87%
6342,Josh Bellamy,WR,2018,4,CHI,TAM,9/30/2018,H,,48,10,-3,46,-38,outdoors,grass ,"66 degrees, wind 5 mph",66,5,0,0,0,0,1,1,20,1,20,0,0,0,9,15%
6344,Javon Wims,WR,2018,4,CHI,TAM,9/30/2018,H,,48,10,-3,46,-38,outdoors,grass ,"66 degrees, wind 5 mph",66,5,0,0,0,0,1,0,0,0,0,0,0,0,1,2%
6349,Alex Erickson,WR,2018,4,CIN,ATL,9/30/2018,A,,37,36,3.5,52.5,-1,dome,fieldturf,indoors,,,1,8,0,8,2,1,8,0,8,0,0,0,36,49%
6350,Tyler Boyd,WR,2018,4,CIN,ATL,9/30/2018,A,,37,36,3.5,52.5,-1,dome,fieldturf,indoors,,,0,0,0,0,15,11,100,0,13,0,0,0,62,85%
6351,AJ Green,WR,2018,4,CIN,ATL,9/30/2018,A,,37,36,3.5,52.5,-1,dome,fieldturf,indoors,,,0,0,0,0,8,4,78,1,38,0,0,0,69,95%
6352,John Ross,WR,2018,4,CIN,ATL,9/30/2018,A,,37,36,3.5,52.5,-1,dome,fieldturf,indoors,,,0,0,0,0,2,2,52,1,39,0,0,0,18,25%
6359,Calvin Ridley,WR,2018,4,ATL,CIN,9/30/2018,H,,36,37,-3.5,52.5,1,dome,fieldturf,indoors,,,1,1,0,1,6,4,54,2,30,0,0,0,38,54%
6360,Julio Jones,WR,2018,4,ATL,CIN,9/30/2018,H,,36,37,-3.5,52.5,1,dome,fieldturf,indoors,,,0,0,0,0,12,9,173,0,49,0,0,0,54,77%
6361,Mohamed Sanu,WR,2018,4,ATL,CIN,9/30/2018,H,,36,37,-3.5,52.5,1,dome,fieldturf,indoors,,,0,0,0,0,9,6,111,0,36,0,0,0,55,79%
6364,Justin Hardy,WR,2018,4,ATL,CIN,9/30/2018,H,,36,37,-3.5,52.5,1,dome,fieldturf,indoors,,,0,0,0,0,1,1,4,0,4,0,0,0,14,20%
6365,Marvin Hall,WR,2018,4,ATL,CIN,9/30/2018,H,,36,37,-3.5,52.5,1,dome,fieldturf,indoors,,,0,0,0,0,1,1,2,0,2,0,0,0,16,23%
